,strategy,building_type,mape_overall,mape,params,features,combination_idx
0,within_domain,all,13.522562025172718,,{'estimators': 100},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",0
1,within_domain,residential,13.522562025172718,15.463278424554597,{'estimators': 100},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",0
2,within_domain,non_residential,13.522562025172718,11.58184562579084,{'estimators': 100},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",0
3,cross_domain,all,20.42174875187797,,{'estimators': 100},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",0
4,cross_domain,residential,20.42174875187797,26.32887249737785,{'estimators': 100},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",0
5,cross_domain,non_residential,20.42174875187797,14.514625006378091,{'estimators': 100},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",0
6,all_domain,all,12.771896848560779,,{'estimators': 100},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",0
7,all_domain,residential,12.771896848560779,15.075325999847701,{'estimators': 100},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",0
8,all_domain,non_residential,12.771896848560779,10.468467697273857,{'estimators': 100},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",0
9,within_domain,all,13.522615370225893,,{'estimators': 200},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",1
10,within_domain,residential,13.522615370225893,15.463373630953496,{'estimators': 200},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",1
11,within_domain,non_residential,13.522615370225893,11.581857109498289,{'estimators': 200},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",1
12,cross_domain,all,20.421534320574903,,{'estimators': 200},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",1
13,cross_domain,residential,20.421534320574903,26.329046711338002,{'estimators': 200},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",1
14,cross_domain,non_residential,20.421534320574903,14.514021929811804,{'estimators': 200},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",1
15,all_domain,all,12.774364145232912,,{'estimators': 200},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",1
16,all_domain,residential,12.774364145232912,15.078936489312778,{'estimators': 200},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",1
17,all_domain,non_residential,12.774364145232912,10.469791801153049,{'estimators': 200},"['hdd_total_year', 'cdd_total_year', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023']",1
