,strategy,building_type,mape_overall,mape,params,features,combination_idx
10,within_domain,residential,15.160680089008917,18.303724629888055,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",1
11,within_domain,non_residential,15.160680089008917,12.017635548129778,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",1
12,cross_domain,all,29.216208656604827,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",1
13,cross_domain,residential,29.216208656604827,32.95954909721467,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",1
14,cross_domain,non_residential,29.216208656604827,25.472868215994982,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",1
15,all_domain,all,27.2250430758654,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",1
16,all_domain,residential,27.2250430758654,31.710099118105855,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",1
17,all_domain,non_residential,27.2250430758654,22.73998703362495,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",1
18,within_domain,all,15.131992981077396,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 5, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",2
19,within_domain,residential,15.131992981077396,18.298591474228306,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 5, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",2
20,within_domain,non_residential,15.131992981077396,11.965394487926485,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 5, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",2
21,cross_domain,all,29.137389044337652,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 5, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",2
22,cross_domain,residential,29.137389044337652,32.77819692776652,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 5, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",2
23,cross_domain,non_residential,29.137389044337652,25.496581160908782,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 5, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",2
24,all_domain,all,27.19042705458021,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 5, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",2
25,all_domain,residential,27.19042705458021,31.683289926791552,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 5, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",2
26,all_domain,non_residential,27.19042705458021,22.697564182368865,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.7, 'reg': 5, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",2
27,within_domain,all,15.131793354114002,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 1, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",3
28,within_domain,residential,15.131793354114002,18.373955692039875,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 1, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",3
29,within_domain,non_residential,15.131793354114002,11.889631016188128,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 1, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",3
30,cross_domain,all,29.45262806814637,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 1, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",3
31,cross_domain,residential,29.45262806814637,33.222057518611024,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 1, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",3
32,cross_domain,non_residential,29.45262806814637,25.683198617681718,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 1, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",3
33,all_domain,all,27.258724799275083,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 1, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",3
34,all_domain,residential,27.258724799275083,31.70189567310586,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 1, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",3
35,all_domain,non_residential,27.258724799275083,22.815553925444306,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 1, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",3
36,within_domain,all,15.118754904660825,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",4
37,within_domain,residential,15.118754904660825,18.343161031671837,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",4
38,within_domain,non_residential,15.118754904660825,11.894348777649816,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",4
39,cross_domain,all,29.395574530189414,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",4
40,cross_domain,residential,29.395574530189414,33.142390376904885,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",4
41,cross_domain,non_residential,29.395574530189414,25.64875868347394,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",4
42,all_domain,all,27.241366934407672,,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",4
43,all_domain,residential,27.241366934407672,31.670575745937928,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",4
44,all_domain,non_residential,27.241366934407672,22.812158122877417,"{'iterations': 100, 'depth': 4, 'rate': 0.01, 'subsample': 0.9, 'bylevel': 0.9, 'reg': 3, 'seed': 42, 'type': 'Bernoulli', 'function': 'MAPE', 'metric': 'MAPE', 'verbose': False}","['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'longitude_sin', 'longitude_cos', 'latitude_sin', 'latitude_cos', 'population_density']",4
