,strategy,building_type,mape_overall,mape,params,features,combination_idx
0,within_domain,all,12.774712109541417,,{'iterations': 100},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",0
1,within_domain,residential,12.774712109541417,15.438424915879208,{'iterations': 100},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",0
2,within_domain,non_residential,12.774712109541417,10.110999303203625,{'iterations': 100},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",0
3,cross_domain,all,19.979666846078622,,{'iterations': 100},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",0
4,cross_domain,residential,19.979666846078622,23.915806692456137,{'iterations': 100},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",0
5,cross_domain,non_residential,19.979666846078622,16.04352699970111,{'iterations': 100},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",0
6,all_domain,all,13.973590866454987,,{'iterations': 100},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",0
7,all_domain,residential,13.973590866454987,17.218270012243348,{'iterations': 100},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",0
8,all_domain,non_residential,13.973590866454987,10.728911720666629,{'iterations': 100},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",0
9,within_domain,all,12.562925918606087,,{'iterations': 200},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",1
10,within_domain,residential,12.562925918606087,15.135476703978716,{'iterations': 200},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",1
11,within_domain,non_residential,12.562925918606087,9.990375133233458,{'iterations': 200},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",1
12,cross_domain,all,19.050270612147255,,{'iterations': 200},"['hdd_total_year', 'cdd_total_year', 'GDP_per_capita', 'Urbanization_Rate_2022', 'latitude', 'longitude', 'Paris_Agreement', 'Subnational HDI', 'Educational index', 'Income index', '2m_temperature_2023_avg', '2m_dewpoint_temperature_2023_avg', 'total_precipitation_2023', 'population_density', 'pca_result', 'Cluster_10_0', 'Cluster_10_1', 'Cluster_10_2', 'Cluster_10_3', 'Cluster_10_4', 'Cluster_10_5', 'Cluster_10_6', 'Cluster_10_7', 'Cluster_10_8', 'Cluster_10_9']",1
