geonameid,nearest_hdd_1,nearest_hdd_2,nearest_hdd_3,nearest_hdd_4,nearest_hdd_5,nearest_hdd_6,nearest_hdd_7,nearest_hdd_8,nearest_hdd_9,nearest_hdd_10,nearest_hdd_11,nearest_hdd_12,total_year,average_year,variance_year
1849927,3.216631571451829,0.2324117024739581,2.352892557779948,3.914970397949219,0.8165550231933594,35.36784998575847,33.318361918131515,37.48793665568034,13.874379475911446,30.90645980834961,15.819408416748049,11.36759694417317,45.90131123860678,7.650218539767796,186.3320685909917
1850147,24.464485168457028,18.657267252604168,38.188088734944664,25.69670867919922,21.560994466145843,65.70940272013353,57.88021087646485,64.8475557963054,10.297501881917318,65.59729639689124,13.397730509440114,13.381214141845687,194.27694702148443,32.379491170247405,311.4538023210947
1852225,2.280914306640625,0.0409558614095052,6.483364105224609,7.842948913574218,7.257504781087237,46.64722824096683,36.94108327229818,40.46734746297201,18.756562550862633,41.29781723022461,20.496654510498058,12.10929616292318,70.55291620890303,11.758819368150505,301.5532771708562
1853909,7.922653198242187,6.341023763020831,18.050340016682934,20.073417663574215,13.649536132812516,49.9016227722168,44.90047454833981,53.80027389526367,18.503692626953132,46.89588038126626,16.415613810221345,16.483807881673183,115.93859354654948,19.323098924424915,253.5845534319767
1856057,3.501627604166665,3.977961222330728,15.875698089599588,12.583264668782544,8.656192779541023,42.868094126383454,35.190269470214844,44.879700978596986,13.041859944661462,43.177293141682945,18.90225346883138,15.908612569173163,87.46283849080399,14.577139748467332,215.2214117816696
1857516,7.516563415527354,11.436066945393884,26.81197738647458,13.365328470865885,12.948201497395823,43.8999137878418,36.19938405354816,46.43626022338864,14.240183512369804,50.72547022501625,30.703848520914725,30.23803965250652,115.97805150349932,19.32967525058322,187.56735402103723
1860827,1.3867047627766924,0.0,3.544830322265625,13.64031219482422,10.428016662597653,54.19792811075851,50.377443949381494,49.81174850463862,17.818085988362633,24.281622568766263,8.861248016357418,1.231316884358724,83.1977920532227,13.866298675537116,418.61207962883583
2128295,39.66947682698569,40.32449467976888,64.5478172302247,42.00652313232422,78.26499557495119,78.6084098815918,82.37899017333984,74.72931035359701,61.30962371826164,77.33582178751627,57.801097869873125,50.309328715006544,343.4217173258465,57.23695288764108,355.7959878091293
178440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184745,3.8918711344401022,0.0,0.0,0.0,0.0,1.3067639668782556,0.0,0.0,0.0,0.0,1.667088826497397,0.0,5.198635101318358,0.8664391835530596,2.4699983678885853
186301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3102327982584638,0.0,0.0,0.0,0.0
191245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528675,13.52079518636068,63.829296112060554,23.28764470418292,71.38689422607418,53.407980600992815,114.61614100138364,112.9198430379234,71.02333704630533,88.66672007242829,97.2986310323078,91.82339604695647,42.34993743896482,340.0487518310548,56.67479197184247,1322.4947814721904
1821306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833747,7.919263203938809,6.819367726643886,18.4110984802246,12.651379903157544,24.53216679890952,55.827648162841726,44.96354420979816,50.16746139526378,35.96318817138672,44.024949391682895,25.363109588623047,15.086184183756544,126.16092427571608,21.026820712619347,334.80696762934684
1835848,26.886517842610665,23.631216684977225,34.79659652709962,22.12696584065756,48.60964075724287,67.73015467325853,49.814862569173194,57.31451543172196,49.15483856201171,53.480353037516196,30.850170135498047,17.31885019938152,223.7810923258465,37.29684872097442,317.13329408339666
1843137,26.402142842610697,22.321890513102204,37.788621266682945,22.30103810628256,48.72064336140957,66.68824386596673,53.10709889729813,61.12644577026367,54.15500132242836,54.38098780314126,37.78278732299804,21.98852793375651,224.2225799560547,37.37042999267578,312.4769746133262
1846677,8.288338979085292,5.800161997477215,15.976609547932949,13.176119486490895,26.636170705159465,55.91846847534193,39.85742441813152,46.98370488484702,37.13628387451172,43.71716944376629,24.47004318237305,11.735923767089854,125.79586919148775,20.965978198581293,346.02557502409593
6811692,19.53259531656901,17.86412684122722,27.306443532307966,17.207532246907554,42.38340377807618,63.688650767008525,45.84651947021485,52.18064498901367,45.21676890055341,50.90963363647461,30.30777104695641,16.266848246256544,187.98275248209643,31.33045874701607,341.08032251167134
11982755,9.310185750325523,5.5705884297688835,13.688442230224624,12.75733693440757,28.42482630411778,57.3312288920083,40.94222259521485,46.32525761922198,38.41533660888672,42.624802907307945,23.93773523966472,9.904380798339846,127.08260854085268,21.18043475680878,374.2019536540297
1526041,103.45308685302734,124.56790288289385,114.9858868916832,107.99504852294908,128.47349166870117,166.15414555867517,158.5520044962565,149.01780319213862,161.6711146036784,143.85917790730792,156.38402430216473,128.6115748087564,745.6295623779298,124.27159372965497,511.29047940678095
1651944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276781,0.0,0.0,0.0,2.178229014078775,0.0,4.821557362874349,21.35026295979816,0.0,0.0,25.61869939168293,0.1668192545572916,0.0,6.999786376953123,1.1666310628255203,3.9651857641532025
3576812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
