lat,lon,Cluster_5_0,Cluster_5_1,Cluster_5_2,Cluster_5_3,Cluster_5_4,Cluster_10_0,Cluster_10_1,Cluster_10_2,Cluster_10_3,Cluster_10_4,Cluster_10_5,Cluster_10_6,Cluster_10_7,Cluster_10_8,Cluster_10_9,Cluster_20_0,Cluster_20_1,Cluster_20_2,Cluster_20_3,Cluster_20_4,Cluster_20_5,Cluster_20_6,Cluster_20_7,Cluster_20_8,Cluster_20_9,Cluster_20_10,Cluster_20_11,Cluster_20_12,Cluster_20_13,Cluster_20_14,Cluster_20_15,Cluster_20_16,Cluster_20_17,Cluster_20_18,Cluster_20_19,pca_result
24.45118,54.39696,0.19994276458111052,0.19985968642826418,0.2000404737476894,0.20012404633289999,0.2000330289100359,0.10002121780192226,0.09985225367270052,0.10006756382516034,0.10009941674269945,0.10001928904181541,0.09998061238664234,0.10000636733907384,0.09993687105263248,0.10004110695471048,0.09997530118264282,0.04999946795836584,0.04988782136874241,0.05000750798917349,0.050023547279628953,0.04997229033386221,0.04995590380008836,0.04996695062773569,0.04993690928872191,0.04997706521135408,0.04998460354760244,0.04999092517750324,0.05004512735801372,0.05003663116761616,0.049995585389766437,0.050059347341707264,0.0499361332824947,0.05003636014160433,0.0501287616543371,0.04998670775162556,0.0500723533300561,-0.4172181278440499
34.52813,69.17233,0.1999272117441593,0.19981308857781344,0.20005656975080202,0.20016121577864457,0.2000419141485807,0.10003593646247384,0.09979794461008619,0.10009654471006633,0.10012460014341697,0.10001899423348992,0.09997629975256675,0.10001290720781372,0.09991929763493515,0.10004728073217072,0.09997019451298032,0.05001013561484249,0.04984516234637119,0.050021024456975934,0.05002616201136303,0.0499563583364665,0.04994486744557559,0.049961854548846815,0.04991917482077019,0.04996235064997498,0.04998311971484752,0.04998781874238161,0.0500608277953051,0.05004721234955374,0.049996271842867326,0.05007772032289278,0.04990986658986968,0.05004596173855803,0.05016961943371866,0.049978892345152605,0.05009559889366631,-0.3731004691767407
41.3275,19.81889,0.19991559267700557,0.19979031847244702,0.20006282418845076,0.200183292451399,0.20004797221069784,0.10003565874482828,0.09977489466468265,0.10010763407716906,0.10014530508393918,0.10002658463843915,0.0999726788175935,0.10000477330081968,0.09990577838143189,0.10006254525904885,0.09996414703204773,0.05000441274339531,0.04982807328920258,0.05002032416781139,0.05003341870166065,0.04995682780357922,0.04993637176130322,0.04994534476702242,0.04990620236575805,0.04996805658142614,0.04997851247880383,0.04998899201506914,0.050064974470641156,0.050057359809026494,0.04999277386946714,0.050092640876377624,0.0499022502444751,0.050043671597964266,0.05018720000989568,0.049984111067539846,0.050108481379580745,-0.2581299564616228
40.18111,44.51361,0.1997251566735804,0.19932597191910728,0.20019753258747564,0.20059577958789188,0.2001555592319448,0.10010730511145195,0.09928780685726499,0.10033625349938574,0.10047576134526717,0.1000878889600795,0.09990763698961616,0.10002176794449771,0.09969605862906654,0.10019818211654785,0.09988133854682245,0.050004054149685014,0.04946042222106498,0.050048484620829004,0.05010899061490515,0.04986263205321565,0.0497906992047862,0.04983139814429808,0.04969806534018008,0.04989046858824652,0.049926666646789665,0.049957729273543854,0.05021341381580854,0.05017936262548287,0.049975620389564185,0.05029248356489717,0.04968916619757541,0.05015653491192328,0.05062315436364321,0.049939805388888814,0.05035084788467234,-0.8995295570185324
-8.83682,13.23432,0.19977608400765884,0.199446987552403,0.20016374550623559,0.20048650180348063,0.20012668113022195,0.10009170264376495,0.09941207293309003,0.10028000343716832,0.10038651385793901,0.10006959923912398,0.09992566859637521,0.100017488543907,0.09975169155646575,0.10016115969375614,0.09990409949840962,0.05000842474844688,0.049553443844108536,0.0500464688559228,0.05008748330162972,0.04988493764679936,0.04983022663762597,0.04986156514660502,0.049753220007190575,0.04990952244966952,0.04994161100540574,0.049966658710642285,0.05017425389839481,0.05014782315555172,0.0499806409820245,0.05024099141967027,0.049742814314609696,0.0501240052826611,0.050506944209494385,0.04995154999175349,0.05028741439179346,-0.746721914081838
-5.56717,12.19787,0.2001084224220773,0.20026750010294858,0.199921843308463,0.19976415978311188,0.1999380743833992,0.0999570046457663,0.10028277352650297,0.09986791838920586,0.09981227303947413,0.09996562778661076,0.10003655779672753,0.09998807590182572,0.10011965765909711,0.09992360960976952,0.10004650164502016,0.04999756289898598,0.05021447457070697,0.04998158030897731,0.049957048308239035,0.05005508551216342,0.05008289434452158,0.05006300486746686,0.05011917654575094,0.05004592751844182,0.0500284910180278,0.0500175823543795,0.049914082460422324,0.04993021775511815,0.05000856399926888,0.0498861288262749,0.05012367152102806,0.04993400861212977,0.04975286334677746,0.05002607140803185,0.049861563823287366,1.6023004607130111
-15.19611,12.15222,0.1998990962231144,0.19975333927423583,0.20007223522233777,0.2002177745844284,0.2000575546958836,0.10003802065693135,0.09973851241954802,0.10012232055395649,0.10017478243829296,0.10003424513939584,0.09996654634352661,0.10000549532442349,0.09988790994533994,0.10007580953703146,0.09995635764155389,0.04999975230761551,0.04980118809042062,0.05001719782008009,0.05004160890240019,0.04995201746662713,0.0499231573379735,0.0499352596290504,0.04988839135058006,0.0499640667930877,0.04997292575084076,0.049986208678280526,0.050076948286847445,0.05006719878480831,0.049990862030141046,0.05010829412613302,0.04988746348377245,0.05005549352741441,0.050222913346784935,0.04998117874296834,0.050127873544173564,-0.4283385622110497
-11.78333,19.91667,0.1999299976080883,0.19982449712796357,0.2000534386702319,0.20015252444553733,0.20003954214817876,0.10003170990871252,0.09981007994548431,0.10009247495575077,0.1001199710930014,0.10002088140078674,0.09997772612780514,0.10000339742665693,0.09992157268114221,0.10005160801967326,0.09997057844098664,0.05000625769352037,0.04985471181541453,0.050020436204097754,0.0500268656539962,0.049962636176385626,0.04994773326846066,0.049953715081859675,0.049922042698041,0.049972730341163445,0.049982825439570756,0.049991240935791735,0.05005395333143705,0.05004839197737326,0.04999397745163408,0.05007833195755654,0.04991694180266981,0.05003361914760072,0.05015564951748435,0.04998711832916133,0.050090821176781056,-0.32839451100973555
-34.61315,-58.37723,0.20002576363142216,0.2000624408954496,0.19998010829242793,0.19994529877431969,0.1999863884063806,0.09998879596867102,0.1000685587472398,0.09996364967237764,0.09995613498897384,0.09999174102889785,0.10000763734029654,0.10000564265194105,0.10002960530623296,0.09997701675759367,0.10001121753777563,0.049998330466707944,0.05005248254203203,0.04998953924822678,0.04998993506257752,0.050012209823191385,0.05001842386978441,0.05002451606761768,0.05002890611836731,0.050004353601021484,0.050006779989122556,0.05000083442485238,0.04998357264553248,0.04997959533882328,0.05000409818853004,0.049967454476496184,0.05002931450196818,0.04999697456609066,0.04994675091966301,0.04999948508724493,0.04996644306214969,0.003702776014962338
-49.0,-70.0,0.20009007674992751,0.20022208096117897,0.19993479046988444,0.19980431822285158,0.19994873359615745,0.09996407165840357,0.10023530922699915,0.09988930858391802,0.09984419346649316,0.09997140918920754,0.1000301483180667,0.09999168166097791,0.10009965155586371,0.09993557459989151,0.10003865174017879,0.04999774975751726,0.050178605064600215,0.04998350223337897,0.04996431767223177,0.050045608647950206,0.05006862764855596,0.050054152471790486,0.05009916901179315,0.05003684475054683,0.050023659876790236,0.050013939278898356,0.04992937224750492,0.04994127349911664,0.05000747501499871,0.04990433437416122,0.05010274119413574,0.049947534645346896,0.049795874507476114,0.05002034146530338,0.049884876637902816,1.6181130683957938
