latitude,longitude,Residential EUI (kWh/m²/year),Non-residential EUI (kWh/m²/year),Residential Area,Non-Residential Area
47.71257,-122.34418,60.02390871233594,,93191.0,
47.65976,-122.35134,47.32966201819307,,31500.0,
47.73233,-122.31197,62.82362861019811,,21520.0,
47.73234,-122.3116,73.77240386963445,,21580.0,
47.73192,-122.31187,74.41110488937032,,97254.0,
47.72914,-122.31194,99.46554083333638,,28899.0,
47.73105,-122.31429,67.07945113935982,,57496.0,
47.731,-122.31308,76.60262985171778,,48863.0,
47.73164,-122.31409,82.64737491169083,,165694.0,
47.7328,-122.31385,70.57971279433545,,143369.0,
47.73331,-122.31468,133.46126297072146,,44230.0,
47.73368,-122.31366,,429.54962579688095,,47237.0
47.61533,-122.35145,117.63646719909889,,187139.0,
47.66512,-122.30419,88.82555691727624,,30240.0,
47.69779,-122.30442,80.05549543357422,,21798.0,
47.69327,-122.30347,94.90114434414548,,42448.0,
47.64734,-122.33671,143.12469210267315,,125241.0,
47.59028,-122.39281,93.19037517257284,,21900.0,
47.62212,-122.32293,129.641532055412,,32430.0,
47.5221,-122.26406,72.1124038134165,,87696.0,
47.62006,-122.32585,106.31226336441239,,50299.0,
47.62733,-122.3645,214.88707816548794,,34882.0,
47.63289,-122.31224,126.2748714254202,,26808.0,
47.67363,-122.39152,,,,
47.61063,-122.32601,228.272922741626,,78538.0,
47.68217,-122.31675,,575.908200553791,,76585.0
47.66295,-122.31494,,81.93896760252949,,26373.0
47.63176,-122.35763,129.57385547651776,,40128.0,
47.62848,-122.34788,76.42680253592759,,24581.0,
47.62662,-122.34577,81.41986696009539,,34066.0,
47.60207,-122.28481,,,,
47.62249,-122.31183,217.09331717713587,,33430.0,
47.62186,-122.3125,88.49024716948006,,28878.0,
47.62164,-122.31238,,231.573063755488,,21656.0
47.66341,-122.3149,117.80922821300959,,72831.0,
47.66438,-122.31499,64.75503298946028,,82254.0,
47.6634,-122.31556,99.6000848315898,,57700.0,
47.62698,-122.3473,98.17032118994086,,58359.0,
47.68523,-122.35492,86.9564507098752,,23236.0,
47.67711,-122.35471,92.5426832520476,,43788.0,
47.63363,-122.32528,72.8299073025698,,39329.0,
47.63286,-122.36141,,449.5953273336294,,36771.0
47.63338,-122.35738,62.210397521478065,,87261.0,
47.65904,-122.40044,58.84084212268578,,34854.0,
47.53104,-122.32784,,33.370484880393064,,24024.0
47.53326,-122.32579,,101.14775321695285,,42420.0
47.53379,-122.33063,,29.339015813514944,,36982.0
47.53651,-122.32954,,44.69648864531162,,23400.0
47.63084,-122.34789,72.65223286629488,,21232.0,
47.59593,-122.28689,113.74913980109164,,22810.0,
47.6267,-122.35506,293.83188593557344,,43346.0,
47.62573,-122.35496,167.77502069629344,,53280.0,
47.62518,-122.35317,,200.1491526486295,,30720.0
47.62655,-122.35173,70.36186974741803,,21056.0,
47.56501,-122.3248,,128.39015102104526,,35046.0
47.56477,-122.32628,,101.79457673424074,,25577.0
47.65576,-122.34208,,369.11041610874895,,20410.0
47.62473,-122.34727,106.0653054893553,,97855.0,
47.71816,-122.29484,125.36426800992069,,41149.0,
47.62868,-122.34718,70.60150534475922,,22937.0,
47.62732,-122.34668,71.79536754657158,,21168.0,
47.61263,-122.32924,203.13357098519526,,179678.0,
47.70451,-122.33453,149.04550870726382,,75070.0,
47.70342,-122.33487,61.70694994294057,,48433.0,
47.70349,-122.33424,,81.06770848288664,,24696.0
47.70612,-122.3335,84.0912340293049,,20806.0,
47.61943,-122.32626,97.58876626268648,,43142.0,
47.62705,-122.32306,121.54659903399813,,47544.0,
47.59903,-122.33461,67.41128892583146,,20583.0,
47.66994,-122.3881,91.37817290100362,,37877.0,
47.71487,-122.32959,,,,
47.71479,-122.32824,,66.77750547413879,,24955.0
47.71853,-122.31898,68.28526064947263,,62566.0,
47.56391,-122.37287,95.48949271441668,,95420.0,
47.7098,-122.33319,64.19401027657837,,25160.0,
47.70986,-122.33227,74.10382123322026,,26254.0,
47.62351,-122.36296,90.01712268021664,,40248.0,
47.62444,-122.29516,90.33488428981086,,34629.0,
47.63716,-122.2765,144.19649411808342,,38430.0,
47.63474,-122.27642,85.74921663351738,,32366.0,
47.62749,-122.34992,63.81956458726812,,25082.0,
47.62672,-122.34923,119.96537688811,,145085.0,
47.60377,-122.32971,76.52629656094864,,47276.0,
47.62517,-122.3486,87.68567435517359,,22344.0,
47.62612,-122.34847,100.40973810772881,,22331.0,
47.62684,-122.34843,92.98174351421711,,56380.0,
47.62342,-122.29688,,899.995064596161,,34074.0
47.60505,-122.3361,,127.9001087841587,,392552.0
47.65397,-122.38806,65.06998376315906,,35835.0,
47.65332,-122.39163,63.31186732398308,,30000.0,
47.65273,-122.39162,80.81458079808439,,25959.0,
47.65249,-122.39099,76.22417583409165,,56104.0,
47.65203,-122.39014,173.65078644248825,,23705.0,
47.65201,-122.3891,81.14431954261187,,28185.0,
47.65295,-122.39078,66.81793056206494,,39900.0,
47.65295,-122.39078,94.98523042771532,,40560.0,
47.6531,-122.39027,85.15909653093111,,44687.0,
47.65068,-122.38877,67.62167708198243,,32441.0,
47.65115,-122.38881,79.71311582354251,,33466.0,
47.6513,-122.38887,70.06601337904121,,36178.0,
47.65186,-122.38842,84.71547138138739,,29588.0,
47.65185,-122.38782,63.72554953691919,,34602.0,
47.65338,-122.38793,72.41853876936985,,45057.0,
47.71846,-122.3216,,71.69603293641183,,76475.0
47.71923,-122.32171,,40.07007895535956,,32961.0
47.72025,-122.31858,86.65909292140641,,24800.0,
47.72004,-122.31924,68.8933629144018,,28470.0,
47.56574,-122.38716,98.57311982123743,,31299.0,
47.6875,-122.35496,,148.2906059903622,,27376.0
47.64273,-122.38414,68.75531640042148,,24444.0,
47.64611,-122.39791,83.8816462061553,,27997.0,
47.66087,-122.35133,61.48927900514421,,25268.0,
47.66133,-122.34973,64.35175095415,,45111.0,
47.65921,-122.34685,63.38676833992756,,63317.0,
47.66027,-122.34704,72.86675524897935,,66300.0,
47.69079,-122.35157,54.33274540451298,,183524.0,
47.62291,-122.28879,,,,
47.61792,-122.3078,69.13116843235815,,38560.0,
47.61796,-122.30847,,134.91156098296074,,25200.0
47.70941,-122.31707,,743.6341941468249,,44755.0
47.61336,-122.32013,,33.0330552597408,,22320.0
47.6139,-122.32034,,128.95037081687352,,24000.0
47.61392,-122.31643,,69.18004270724768,,21228.0
47.61393,-122.31589,,266.82762716345724,,23422.0
47.61674,-122.31111,,273.30379102156195,,38879.0
47.61616,-122.3111,123.95085111268118,,40112.0,
47.61598,-122.31034,107.15144185011107,,25808.0,
47.61554,-122.31098,,198.76950951535267,,53034.0
47.6149,-122.31104,102.72462974508242,,48700.0,
47.61538,-122.31034,242.25757268232474,,25536.0,
47.61455,-122.31043,179.13717156099105,,93021.0,
47.61337,-122.30929,,,,
47.61175,-122.3098,178.6836828794418,,23616.0,
47.61433,-122.30921,71.48215867280375,,28080.0,
47.61492,-122.31654,146.95285077860686,,74725.0,
47.61469,-122.31596,,38.44077589917812,,61880.0
47.61621,-122.32241,188.87707315481325,,50356.0,
47.61556,-122.32048,,144.88311072124029,,27938.0
47.6646,-122.31558,106.7123367583138,,65826.0,
47.66459,-122.31601,93.94044831543792,,64227.0,
47.66391,-122.31602,67.57090326897965,,91916.0,
47.66326,-122.31603,87.98778976584705,,33480.0,
47.6637,-122.31714,,387.4500475107251,,21600.0
47.66506,-122.31656,,194.19624823455482,,27908.0
47.66665,-122.31707,74.60002992770693,,24722.0,
47.62291,-122.28879,,,,
47.65488,-122.32641,61.06237185157177,,43422.0,
47.59951,-122.32033,,243.48745034216006,,54969.0
47.61378,-122.31195,,54.38131620837372,,76127.0
47.61446,-122.31216,81.41362033365087,,36546.0,
47.61481,-122.31256,102.72515575683518,,101530.0,
47.61546,-122.31195,,210.54553944756083,,25834.0
47.61682,-122.3123,89.41075118589498,,26172.0,
47.61745,-122.31235,92.32791016396634,,25920.0,
47.69309,-122.35359,62.82912030598329,,26112.0,
47.63193,-122.32126,,279.61708891145156,,37700.0
47.63992,-122.37471,70.34927223178184,,62093.0,
47.59926,-122.28563,92.91479112124715,,23856.0,
47.6139,-122.3272,113.31724574406032,,69272.0,
47.63982,-122.30181,244.3126227535429,,20366.0,
47.71307,-122.31246,77.07193640142594,,23888.0,
47.71606,-122.31215,60.812687531313124,,45579.0,
47.71313,-122.31214,96.45986426946965,,23175.0,
47.61608,-122.30967,125.34690645238081,,97229.0,
47.61672,-122.3098,138.75457889228161,,72716.0,
47.61269,-122.3085,156.12134731050472,,37824.0,
47.69837,-122.34166,95.8331483604927,,31234.0,
47.69838,-122.34111,65.54387829960207,,34023.0,
47.54005,-122.39503,88.84188494038705,,22984.0,
47.53986,-122.39469,71.90825363317296,,26342.0,
47.61964,-122.35469,293.35739689152354,,24329.0,
47.69209,-122.31794,144.0449948907492,,29588.0,
47.61944,-122.32318,99.74280238126207,,82519.0,
47.62825,-122.35714,127.08651263612789,,37843.0,
47.65426,-122.40138,76.70311202217178,,35787.0,
47.64725,-122.39977,,163.49869536729946,,31805.0
47.64725,-122.39977,,206.78708957874258,,20811.0
47.69953,-122.36843,85.52864542257309,,28328.0,
47.59393,-122.32211,,297.5918723109189,,22058.0
47.58836,-122.38032,103.40976202551413,,42188.0,
47.59478,-122.38513,88.76307687833418,,36730.0,
47.56268,-122.32364,,1267.762481136874,,22890.0
47.56166,-122.3237,,102.23385924028288,,36000.0
47.54093,-122.39431,90.27455500003813,,26498.0,
47.72826,-122.34861,74.76967248309798,,96869.0,
47.70706,-122.33527,69.55502239361732,,51908.0,
47.70705,-122.33444,77.95938870576376,,46339.0,
47.70735,-122.33462,69.7673952306388,,43245.0,
47.70761,-122.33449,92.82359303880938,,56800.0,
47.67816,-122.28998,,97.9547684120912,,29079.0
47.63441,-122.28061,,79.48808243862246,,28848.0
47.52,-122.26034,86.81724702531002,,42816.0,
47.61921,-122.33807,129.75548115171884,,399935.0,
47.65564,-122.36191,,125.85745995817096,,23577.0
47.65223,-122.36147,,723.5107351267706,,46024.0
47.60806,-122.34037,112.79543849718539,,70939.0,
47.54769,-122.3251,,30.488864520192898,,30800.0
47.70279,-122.32434,125.60392172896533,,124642.0,
47.70222,-122.32532,70.66072868904064,,120520.0,
47.71048,-122.31853,83.27055397301734,,30984.0,
47.60219,-122.3313,241.35396675239983,,159840.0,
47.55455,-122.2814,232.09678272072824,,43732.0,
47.60122,-122.33113,,255.71668425633857,,22168.0
47.57963,-122.29548,64.10332348062771,,21200.0,
47.57927,-122.29548,62.356965339584264,,21200.0,
47.57854,-122.29488,78.90883833151663,,20365.0,
47.6557,-122.31244,43.93822440328412,,97923.0,
47.59705,-122.32813,,156.46764683252607,,268130.0
47.59706,-122.32813,,171.42120150377372,,68452.0
47.59634,-122.32807,,147.4707462328015,,273185.0
47.66364,-122.27341,,160.8511856618028,,97500.0
47.62495,-122.36036,,156.28410109396083,,54015.0
47.5596,-122.38459,79.88939459379652,,79052.0,
47.6238,-122.32129,58.68877167264017,,436301.0,
47.61392,-122.31718,343.3068678721486,,32881.0,
47.65463,-122.34204,45.898957615386905,,198233.0,
47.61725,-122.34844,115.66011756691734,,176043.0,
47.58012,-122.38548,66.54466704834704,,63597.0,
47.60805,-122.33978,,327.1480856861755,,50147.0
47.61103,-122.33238,216.08827375802855,,37804.0,
47.66703,-122.30092,118.19816741945161,,260368.0,
47.61706,-122.35141,,222.25179100637402,,119701.0
47.71986,-122.29809,,194.87319136802566,,24697.0
47.59737,-122.30167,,,,
47.66084,-122.3749,,312.3357169685507,,23342.0
47.61896,-122.33078,127.02762603510199,,79684.0,
47.64886,-122.35862,141.8043017718891,,22625.0,
47.6087,-122.33884,,228.39387871826645,,103000.0
47.62473,-122.34727,,475.1487086600407,,45980.0
47.65201,-122.3891,97.78801824652463,,34728.0,
47.652,-122.38949,77.55224944221818,,34480.0,
47.61318,-122.32122,,393.63681408490345,,45243.0
47.72664,-122.34823,108.72869466836,,56800.0,
47.61674,-122.30207,,267.58776767165756,,45000.0
47.59321,-122.33204,,55.565135758974606,,872409.0
47.55066,-122.31787,,67.88773480868724,,72859.0
47.52374,-122.27201,,,,
47.55304,-122.3633,64.18361966738497,,27752.0,
47.5823,-122.32937,,254.95622320358922,,21947.0
47.68454,-122.26235,,,,
47.6824,-122.26223,,214.13177045916436,,30287.0
47.68254,-122.26299,,570.6167552964795,,21931.0
47.60148,-122.33379,,139.40378453524437,,91466.0
47.62256,-122.3215,,149.6064950013298,,140823.0
47.65332,-122.39163,65.74802854808499,,24386.0,
47.57918,-122.32075,,281.00588744566096,,90072.0
47.58814,-122.31816,89.8656582392597,,35796.0,
47.72883,-122.34862,66.36814050028856,,43228.0,
47.72883,-122.34862,56.21273268354562,,35560.0,
47.61958,-122.35378,126.63904215476198,,36179.0,
47.71864,-122.312,,705.3619696682927,,51400.0
47.6212,-122.36016,73.93275057559492,,290520.0,
47.61591,-122.32039,120.11419288396006,,184980.0,
47.64779,-122.33352,,250.66352802439715,,26263.0
47.56185,-122.29363,123.76114766406603,,88449.0,
47.67857,-122.26172,99.5452582326429,,31930.0,
47.72033,-122.29213,104.89800029783893,,138121.0,
47.66368,-122.31554,135.83118797230813,,39636.0,
47.6779,-122.26166,96.23764635697584,,29646.0,
47.6197,-122.32253,87.33250765993967,,29656.0,
47.59801,-122.32544,467.0286901568388,,39493.0,
47.54277,-122.31626,,90.25009707919317,,39212.0
47.60786,-122.31586,,,,
47.67928,-122.26177,123.08205174372037,,45760.0,
47.60668,-122.30242,,655.4651102783217,,21400.0
47.60427,-122.32311,,257.1326990789033,,181930.0
47.61338,-122.31593,79.39656153965815,,102696.0,
47.57642,-122.32288,,773.1287952892328,,162157.0
47.60642,-122.31637,77.85047452732141,,57495.0,
47.6239,-122.35756,,307.0916282964354,,93997.0
47.73192,-122.34747,142.19189452237111,,375502.0,
47.62037,-122.33627,,95.30723856084492,,526423.0
47.61687,-122.30796,66.81497244217174,,174654.0,
47.64173,-122.40023,,,,
47.66838,-122.37199,80.41506536817054,,177528.0,
47.68212,-122.2633,,117.2871319987794,,564258.0
47.61543,-122.32474,87.5967009256912,,153767.0,
47.62277,-122.35639,45.54748646834424,,43762.0,
47.71286,-122.33635,,1581.2031857029654,,53575.0
47.62084,-122.32054,85.12987498053445,,345949.0,
47.58995,-122.33472,,182.53214850864038,,202428.0
47.60571,-122.32046,82.9239672535154,,133706.0,
47.56337,-122.29446,124.54684324924527,,43210.0,
47.63662,-122.35738,120.32835791534177,,74964.0,
47.63683,-122.38658,125.52985832026133,,21753.0,
47.60989,-122.32659,,321.05237885136444,,267470.0
47.61531,-122.34041,117.34950544640317,,676169.0,
47.626,-122.34278,86.26277678122796,,119219.0,
47.62736,-122.34264,84.79985006351986,,334785.0,
47.66761,-122.31272,165.50303026077574,,74421.0,
47.66201,-122.28386,,598.769087748414,,330000.0
47.60336,-122.33615,139.24287161643235,,194228.0,
47.65082,-122.34348,103.52726706898439,,31962.0,
47.70539,-122.34508,272.8794242926904,,54771.0,
47.55238,-122.36266,311.5690139196678,,27950.0,
47.62503,-122.35642,,251.79299816736247,,43832.0
47.5596,-122.38459,,147.693518254035,,229383.0
47.62023,-122.33227,184.07898781838384,,41502.0,
47.61449,-122.3287,109.7839330638165,,88974.0,
47.64917,-122.30676,,,,
47.73074,-122.34723,82.46040397701655,,157070.0,
47.62574,-122.34462,78.33976724690328,,108872.0,
47.57984,-122.38577,,672.3577396227367,,60876.0
47.61156,-122.34401,,112.0512625375107,,386321.0
47.62194,-122.35972,160.4089098851413,,21762.0,
47.6709,-122.27054,,108.49700215410424,,70292.0
47.59946,-122.30561,111.88008876103662,,38407.0,
47.66925,-122.38115,216.3561181330986,,51287.0,
47.62339,-122.34191,,,,
47.61432,-122.31257,,44.59850462310152,,52000.0
47.6763,-122.31756,67.3107131497338,,84577.0,
47.61441,-122.3457,124.2809435320979,,116049.0,
47.65671,-122.36174,68.72735810354034,,56184.0,
47.6042,-122.31918,230.6616133768162,,31981.0,
47.61447,-122.34101,105.31956988065122,,295754.0,
47.62265,-122.32616,135.0822946417545,,24457.0,
47.61506,-122.31315,113.69689632221808,,51424.0,
47.70305,-122.35629,71.69619817248184,,259493.0,
47.56709,-122.36488,66.76896138591074,,227672.0,
47.59666,-122.31253,,146.8329105414703,,62662.0
47.67758,-122.37702,111.06710846996819,,83999.0,
47.68757,-122.37651,76.68709082066161,,45159.0,
47.66629,-122.3826,,205.24998750285152,,62381.0
47.70656,-122.35521,74.16832778374926,,49970.0,
47.6147,-122.35238,86.12471814980097,,161722.0,
47.65064,-122.30298,,,,
47.66281,-122.31608,58.72479709932998,,411067.0,
47.62422,-122.30691,68.6670963837167,,61558.0,
47.62365,-122.35832,88.53411433497313,,29158.0,
47.53347,-122.26948,91.53251750725182,,87958.0,
47.61885,-122.30341,,234.63804633483795,,79805.0
47.61677,-122.31721,124.70896517789568,,23397.0,
47.73143,-122.32784,,102.9993518597545,,63500.0
47.62336,-122.33085,81.83251876616804,,229742.0,
47.61386,-122.32647,,185.26549178423576,,35780.0
47.62082,-122.35251,,216.77646570189822,,29000.0
47.66246,-122.29898,,265.1791730518911,,305025.0
47.58872,-122.33475,,121.16727224489388,,333714.0
47.62415,-122.33286,69.68223999991451,,145727.0,
47.64787,-122.37841,85.14430983968967,,209583.0,
47.5843,-122.32229,,172.69730731700733,,56988.0
47.61105,-122.34091,163.9035058481391,,237186.0,
47.62993,-122.32054,63.21241026897541,,93179.0,
47.68055,-122.32337,163.11642914741304,,292376.0,
47.56271,-122.38516,77.14322313679048,,137068.0,
47.61499,-122.31795,80.15670364362074,,103100.0,
47.73123,-122.29307,67.56984663480229,,448303.0,
47.67435,-122.31644,71.08054856346341,,109355.0,
47.61408,-122.34428,96.52146811428076,,47343.0,
47.57703,-122.29751,72.97747352361044,,78756.0,
47.66924,-122.37722,63.376587547899895,,473387.0,
47.61272,-122.31761,75.057685657381,,123075.0,
47.54258,-122.32683,,,,
47.52439,-122.2706,,840.5244613333263,,48000.0
47.57883,-122.31105,83.24217813119014,,45167.0,
47.60967,-122.32977,92.47825988946673,,434839.0,
47.61834,-122.34832,66.03845653702436,,201839.0,
47.61709,-122.33752,120.09833124115755,,614765.0,
47.63664,-122.35655,106.14393773529542,,233528.0,
47.6779,-122.26166,112.17802476187549,,31928.0,
47.60986,-122.32774,,230.51988832868705,,374466.0
47.60947,-122.34107,312.0331056856538,,66460.0,
47.60898,-122.34213,,56.06189762044373,,197395.0
47.67034,-122.3873,,471.9421051528926,,41198.0
47.66915,-122.37458,67.72382044831593,,317814.0,
47.59523,-122.32334,,159.20277565913318,,20993.0
47.61328,-122.31879,92.38857541654434,,278554.0,
47.6249,-122.36553,57.383419694633,,118344.0,
47.5626,-122.29396,,98.3506397229428,,40265.0
47.65034,-122.30907,,,,
47.62384,-122.33941,,101.59886470708881,,593200.0
47.65021,-122.36504,75.34641470488654,,69451.0,
47.67747,-122.32688,93.62804826858788,,47711.0,
47.61329,-122.31981,67.27005415940177,,107556.0,
47.71986,-122.29297,100.03495545048294,,20128.0,
47.59785,-122.33235,111.34019833472513,,619416.0,
47.61679,-122.3489,88.54965735044776,,269065.0,
47.62543,-122.32691,75.23416144071287,,83296.0,
47.64771,-122.37697,62.6914262825546,,112264.0,
47.57054,-122.29139,,27.612642225221297,,101580.0
47.62006,-122.34733,87.87823496735405,,94909.0,
47.61357,-122.33249,171.0174576522927,,74509.0,
47.61488,-122.31442,121.4991314118549,,118800.0,
47.66414,-122.31664,,40.76192928959941,,122680.0
47.65725,-122.32007,108.01483483410082,,21267.0,
47.65641,-122.32126,119.23628850056559,,30649.0,
47.6704,-122.38277,107.5350215659063,,39286.0,
47.61605,-122.3165,98.70699888837089,,158967.0,
47.65713,-122.31527,105.04251392080225,,42905.0,
47.66341,-122.37705,,17.167468555749274,,99751.0
47.57113,-122.29048,81.27733181720718,,45892.0,
47.61324,-122.33223,86.83022061756232,,499477.0,
47.69087,-122.30629,149.6515072595039,,26198.0,
47.66895,-122.38881,64.37593096463667,,418285.0,
47.62366,-122.3603,89.51357170439796,,70191.0,
47.6213,-122.35622,108.35520513877046,,31990.0,
47.62266,-122.32501,94.87247540075278,,33625.0,
47.62301,-122.32337,136.0122383916551,,22455.0,
47.65155,-122.34434,76.05812258076092,,182378.0,
47.70833,-122.32203,78.30935383632719,,313595.0,
47.61371,-122.31774,,241.7832475550464,,37873.0
47.61932,-122.32184,61.210741256445345,,62049.0,
47.61975,-122.31467,65.67356796490952,,43566.0,
47.61428,-122.35056,120.27269306010955,,123686.0,
47.55926,-122.28654,83.34619371505173,,283479.0,
47.62906,-122.34259,,147.21801113884158,,513816.0
47.62001,-122.34196,105.47561977317105,,81993.0,
47.62221,-122.33558,100.77331503144592,,253015.0,
47.61665,-122.33261,,231.5189853043317,,144614.0
47.61673,-122.33267,,83.83495233131745,,431326.0
47.62154,-122.34015,,91.69690516494046,,480702.0
47.66144,-122.38723,,44.742616072740354,,25532.0
47.58542,-122.32185,,48.76895941088385,,328775.0
47.60185,-122.31703,77.93082004724312,,116576.0,
47.56081,-122.38589,125.92052891908043,,271922.0,
47.62264,-122.3394,,94.47505274412956,,483397.0
47.62383,-122.33143,70.09184287977374,,142070.0,
47.66786,-122.38112,71.1372135871986,,318835.0,
47.62908,-122.3414,,207.17024686640167,,185116.0
47.5998,-122.32034,80.79895112458144,,44650.0,
47.61508,-122.32243,41.58681378633723,,92208.0,
47.62251,-122.3339,,109.3953826101131,,536697.0
47.65756,-122.31584,104.21883206725886,,42393.0,
47.60246,-122.31771,59.99955496414744,,128460.0,
47.61652,-122.33735,172.55076854090504,,319481.0,
47.60029,-122.32844,95.06030157399991,,91128.0,
47.65476,-122.34732,,116.61565464961826,,126823.0
47.61491,-122.32272,237.65464988081695,,93203.0,
47.66566,-122.31772,108.77354258199681,,35780.0,
47.68109,-122.2618,,149.31360783110702,,72000.0
47.67054,-122.388,73.26911891767428,,121218.0,
47.5616,-122.3819,27.322876937637922,,409825.0,
47.73256,-122.3559,89.91348210142905,,49774.0,
47.62157,-122.35569,76.53409785922439,,260051.0,
47.66249,-122.31675,62.36418384567044,,233757.0,
47.61753,-122.3362,104.64655208745222,,149976.0,
47.58831,-122.3065,,78.73279025793929,,45000.0
47.62441,-122.313,104.35992503849356,,36685.0,
47.66108,-122.34084,95.14682938723281,,175844.0,
47.67607,-122.31846,88.18938244871657,,213952.0,
47.63204,-122.36012,,183.1307775690453,,47612.0
47.63892,-122.37582,239.18194369903213,,51095.0,
47.65295,-122.35593,95.45093754600924,,41403.0,
47.59052,-122.29208,283.4485242179581,,25442.0,
47.66366,-122.3145,102.8035377434531,,63825.0,
47.65581,-122.31617,,,,
47.60189,-122.32182,75.42604474902564,,86045.0,
47.62497,-122.33883,,367.3802300888359,,345290.0
47.55976,-122.3832,66.00009437984578,,208136.0,
47.60647,-122.33135,,70.26610320180808,,990000.0
47.62397,-122.35972,94.64067484276727,,23060.0,
47.61791,-122.3023,132.47384639521488,,20246.0,
47.61067,-122.33957,92.17233143933004,,559958.0,
47.64963,-122.3484,,122.18471134934853,,202081.0
47.66148,-122.31569,,192.21314822543923,,180257.0
47.56349,-122.37639,104.07873464397507,,195221.0,
47.62009,-122.34799,,163.00046820298132,,142805.0
47.65673,-122.3201,82.70131748090986,,22694.0,
47.67562,-122.38728,42.59626895278135,,139342.0,
47.61251,-122.34166,162.03439445451153,,41706.0,
47.60282,-122.31709,163.64428980372534,,25020.0,
47.64614,-122.32498,223.21531200788198,,30669.0,
47.57489,-122.38642,95.27413624917693,,161999.0,
47.61445,-122.32418,62.413857462048746,,310892.0,
47.69034,-122.35842,82.2461033871964,,133881.0,
47.61523,-122.33835,,120.42233920399981,,1496961.0
47.60594,-122.31477,106.24814720752809,,29549.0,
47.62304,-122.34078,84.50233422759585,,245889.0,
47.61272,-122.30288,80.26761843533787,,104598.0,
47.6479,-122.33814,,131.88504376796573,,338989.0
47.66969,-122.38853,142.5452485206888,,115947.0,
47.66348,-122.31611,78.31563680373338,,31988.0,
47.70598,-122.33486,,123.70620236306799,,44745.0
47.61833,-122.30916,68.67977401275833,,30106.0,
47.60024,-122.33508,97.63096888826792,,38717.0,
47.56373,-122.38575,76.66459534146878,,69511.0,
47.66976,-122.38153,111.60881501957941,,88028.0,
47.67775,-122.31947,72.8559233440191,,273568.0,
47.55992,-122.29117,81.79674455969523,,281300.0,
47.61269,-122.30098,103.4063313804297,,44192.0,
47.64626,-122.3603,143.50186147897156,,139061.0,
47.57974,-122.31103,81.19167812989559,,185611.0,
47.59944,-122.30495,100.64506632482085,,50726.0,
47.61181,-122.32319,102.6609531661369,,224326.0,
47.6531,-122.34317,58.052296516624,,426320.0,
47.60039,-122.33247,,92.10190981601374,,213803.0
47.56127,-122.38861,82.50884599903719,,29317.0,
47.61582,-122.34615,,88.83620165300994,,95576.0
47.66974,-122.38513,81.94873240242427,,178578.0,
47.62422,-122.35709,71.95561184598705,,75494.0,
47.61632,-122.33304,,116.97011759457352,,489821.0
47.66306,-122.3002,,236.09760217369126,,47406.0
47.66673,-122.38309,,108.91798363844295,,37100.0
47.70562,-122.32319,,121.02886844424475,,20616.0
47.63191,-122.31523,,847.7173900565075,,23445.0
47.60775,-122.30225,,322.6146100471135,,20050.0
47.62267,-122.3604,,116.18063871658788,,240700.0
47.60649,-122.33995,59.72811822288712,,200152.0,
47.61698,-122.33195,,100.51183752301357,,305542.0
47.62107,-122.33553,,87.41425571268105,,1261155.0
47.61894,-122.35447,77.4910536156715,,91909.0,
47.71787,-122.29446,66.69070494109215,,183212.0,
47.62033,-122.33324,75.97637525344496,,550889.0,
47.6107,-122.34136,170.77389025773908,,253664.0,
47.63568,-122.32574,81.6563450706687,,106604.0,
47.61361,-122.31851,124.55642830733743,,153742.0,
47.53963,-122.28191,130.99757831456387,,125565.0,
47.596,-122.31672,,21.318499037468627,,217223.0
47.62069,-122.34138,55.652720382226235,,187070.0,
47.59941,-122.32857,93.85830474590767,,137771.0,
47.68534,-122.26235,,26.000954247442078,,178196.0
47.56015,-122.38187,89.10901471830881,,649605.0,
47.61507,-122.32715,74.7800946545982,,263321.0,
47.56379,-122.37456,64.69450781825246,,129280.0,
47.62296,-122.34341,77.58710849187578,,320566.0,
47.61672,-122.34337,62.84514673096432,,1464631.0,
47.547,-122.35307,,,,
47.59973,-122.31331,,91.71240379971049,,30073.0
47.6046,-122.31715,54.81979999328007,,69656.0,
47.6042,-122.31831,66.62836310669516,,77757.0,
47.62334,-122.33457,,90.70119693415984,,422272.0
47.61469,-122.31171,141.25422588654996,,20838.0,
47.66601,-122.37725,90.76980552217353,,67505.0,
47.61171,-122.34231,103.31736414346268,,539039.0,
47.68566,-122.2843,,,,
47.66503,-122.3128,118.36102159204955,,125070.0,
47.62231,-122.34194,,288.215491064883,,443118.0
47.67985,-122.32335,95.90721792424641,,112302.0,
47.61395,-122.32413,80.28736609001442,,52112.0,
47.64159,-122.32488,58.23732144769928,,51663.0,
47.61711,-122.33151,80.88841012949088,,512983.0,
47.72943,-122.29155,95.91902289447025,,93857.0,
47.64464,-122.32609,,64.2661124783213,,91551.0
47.65646,-122.31814,41.43476549141359,,257903.0,
47.56053,-122.29108,71.43585229232838,,192257.0,
47.60672,-122.32035,119.51572294147073,,138434.0,
47.69908,-122.32809,,130.70320491778165,,150596.0
47.52142,-122.35916,77.39712316633751,,51521.0,
47.61094,-122.33991,,238.29551230585824,,185492.0
47.64804,-122.35667,74.43676255137548,,108857.0,
47.56625,-122.39651,,,,
47.66461,-122.31717,49.51903879587262,,69404.0,
47.60946,-122.34286,87.26419494085955,,173700.0,
47.64778,-122.33553,69.26978079677811,,128210.0,
47.61844,-122.35475,130.81259832167072,,32489.0,
