latitude,longitude,Residential EUI (kWh/m²/year),Non-residential EUI (kWh/m²/year),Residential Area,Non-Residential Area
47.58118,-122.32211,,274.9133800395338,,25375.0
47.5829,-122.32417,,134.46878598670753,,22803.0
47.5829,-122.32417,,498.1370010139049,,23100.0
47.58252,-122.32193,,225.32791575515023,,41550.0
47.52361,-122.32469,,,,
47.55095,-122.27978,,175.63169782588758,,42252.0
47.54514,-122.28596,,49.5297997590281,,23100.0
47.53934,-122.28322,,183.26281924875116,,54811.0
47.52827,-122.26955,111.7239678842976,,21640.0,
47.52971,-122.2696,84.18399692393635,,88043.0,
47.49917,-122.26306,,,,
47.57059,-122.29047,100.45186983879228,,289471.0,
47.67561,-122.324,97.10960934088972,,35577.0,
47.68124,-122.34493,58.34821880909148,,41474.0,
47.69522,-122.31731,81.27042868826081,,22045.0,
47.69175,-122.30396,78.37542081336682,,37091.0,
47.69321,-122.30597,62.67989600563768,,30110.0,
47.69316,-122.30487,,70.33491928942745,,48179.0
47.69744,-122.30455,81.85839818733969,,25300.0,
47.59042,-122.32498,,,,
47.58698,-122.32397,,22.13174558709845,,25880.0
47.57936,-122.32322,,41.02973881321521,,31365.0
47.57959,-122.32557,,51.59446628133193,,32100.0
47.57895,-122.32551,,172.53924328292362,,20520.0
47.57833,-122.32563,,50.785266681449514,,22972.0
47.57667,-122.32542,,163.23654752806692,,24000.0
47.56845,-122.32732,,114.0593385871889,,99931.0
47.56758,-122.32638,,47.08156517995945,,24354.0
47.56823,-122.32506,,67.1494919432096,,33600.0
47.57019,-122.32352,,81.72841027157966,,35222.0
47.58962,-122.31764,88.57590889389296,,28176.0,
47.53871,-122.28511,124.11587325738992,,59846.0,
47.54027,-122.28551,87.00703102911473,,66363.0,
47.54027,-122.28551,165.607131832156,,121635.0,
47.6424,-122.38439,94.59198267108462,,22207.0,
47.52845,-122.2708,116.57204159953635,,20645.0,
47.69779,-122.28988,85.39243101983153,,20278.0,
47.62177,-122.32338,230.04262386352033,,20832.0,
47.54969,-122.36408,135.49619921934763,,67313.0,
47.5425,-122.36012,105.33762156880492,,25951.0,
47.54141,-122.36166,78.46386195642393,,85695.0,
47.54047,-122.36169,47.618858903139085,,46986.0,
47.53961,-122.35866,,,,
47.70414,-122.35789,66.04046866004882,,41332.0,
47.70008,-122.30321,,153.1054888627305,,24291.0
47.70053,-122.3038,,64.66046076011239,,20738.0
47.70093,-122.32275,100.17672416488915,,27344.0,
47.70175,-122.30269,,83.92157489124116,,30948.0
47.7026,-122.30211,116.48659873726177,,63670.0,
47.7044,-122.32285,,315.27917112416213,,28385.0
47.7033,-122.32209,72.9575673532534,,64195.0,
47.69239,-122.31738,64.31078549849602,,22935.0,
47.61554,-122.31572,67.91927131874955,,84389.0,
47.6161,-122.31524,96.19004915484537,,22308.0,
47.61742,-122.31521,127.9921494854647,,30920.0,
47.57254,-122.32549,,105.75894926456225,,21755.0
47.57075,-122.32724,,110.40825803077762,,28800.0
47.57294,-122.32811,,121.04512273961863,,39600.0
47.57199,-122.32811,,42.87513858540629,,39600.0
47.57747,-122.32844,,96.5381502877527,,41248.0
47.57587,-122.32789,,143.96284045169176,,36400.0
47.52265,-122.35888,73.81849407275217,,35448.0,
47.56398,-122.38727,,294.26845856733496,,31332.0
47.56451,-122.38773,69.96141578944302,,23596.0,
47.57177,-122.38716,,133.75105369256204,,35864.0
47.57098,-122.38725,68.22268735196239,,42048.0,
47.52077,-122.26216,157.30677679415135,,71000.0,
47.5903,-122.31824,73.43396781757323,,32922.0,
47.66169,-122.28558,,92.37753170164177,,45264.0
47.66159,-122.28606,,213.7457373226376,,36932.0
47.71854,-122.2917,86.84642116150441,,20808.0,
47.60775,-122.31198,,418.8899645343922,,45082.0
47.68351,-122.35482,,118.62406830035299,,41600.0
47.62632,-122.3263,64.47698946958147,,61745.0,
47.63567,-122.32522,,185.5306164700529,,34110.0
47.6352,-122.32454,54.14856742491393,,56649.0,
47.63516,-122.32502,61.9408391702843,,43969.0,
47.669,-122.37802,71.44270893806763,,128571.0,
47.5628,-122.38904,42.131707077702494,,26843.0,
47.56194,-122.38919,94.53990075178821,,26280.0,
47.53323,-122.37693,71.19717640118307,,26970.0,
47.61733,-122.32055,212.9215903513897,,84431.0,
47.61856,-122.32194,119.70969941158876,,46225.0,
47.6185,-122.31581,88.5230332540594,,34040.0,
47.58517,-122.32853,,80.9075137478418,,28144.0
47.58661,-122.3281,,618.4695559927027,,23792.0
47.58895,-122.32833,,,,
47.58874,-122.32662,,98.12062080497705,,46183.0
47.60592,-122.31367,,106.90979216103582,,72613.0
47.56591,-122.28339,,,,
47.56364,-122.28572,,149.8702555872095,,38352.0
47.56363,-122.28648,94.62592423750169,,21300.0,
47.56154,-122.28435,,114.95547138748316,,28425.0
47.70384,-122.35581,64.55156531884334,,70094.0,
47.71812,-122.2974,63.09577111901083,,134490.0,
47.71728,-122.29775,61.354465145078386,,36172.0,
47.70089,-122.34555,92.41441047520483,,38100.0,
47.69734,-122.34639,,48.24187235919228,,66704.0
47.70117,-122.34284,,141.57411209277345,,25658.0
47.61894,-122.3162,190.87958603439895,,23490.0,
47.61972,-122.3213,78.02725154706432,,131050.0,
47.61958,-122.32116,46.42605571908177,,49062.0,
47.61932,-122.32257,81.8615662462095,,39226.0,
47.61345,-122.3198,,71.3562928538368,,36000.0
47.61391,-122.31852,244.95986034533644,,23469.0,
47.6131,-122.3177,149.78690447252458,,30633.0,
47.61324,-122.31724,,97.32009703669421,,36000.0
47.59501,-122.32852,,163.14525182435167,,53840.0
47.59602,-122.33359,59.014647836620604,,185614.0,
47.58856,-122.3297,,115.72492770237058,,36000.0
47.58801,-122.32944,,71.99359542777795,,43794.0
47.57258,-122.33059,,39.13367164322322,,36040.0
47.68269,-122.28912,,852.6533787828666,,32822.0
47.68149,-122.28915,140.96031788884798,,20144.0,
47.68069,-122.27533,,,,
47.68061,-122.29002,,112.42630565556928,,20385.0
47.67984,-122.27739,,19.93387371878979,,24295.0
47.66512,-122.28426,157.03641582999626,,20979.0,
47.66703,-122.28421,188.94916860642297,,73697.0,
47.66824,-122.28394,,985.110432445416,,24377.0
47.53332,-122.36267,115.67536818746214,,155600.0,
47.53347,-122.36471,99.38291652548337,,32405.0,
47.70197,-122.34219,,203.16956865882355,,33392.0
47.69852,-122.32707,89.3021161484345,,54304.0,
47.59094,-122.318,103.36629218068856,,114030.0,
47.63374,-122.34145,81.23016356788801,,44839.0,
47.5316,-122.333,,115.56638284689407,,32000.0
47.5316,-122.333,,200.39158315662576,,44000.0
47.5316,-122.333,,175.39352999006132,,36000.0
47.52549,-122.33064,,169.65916111043626,,31360.0
47.52549,-122.33064,,147.6561118188059,,33320.0
47.52549,-122.33064,,115.10798795784653,,48020.0
47.52549,-122.33064,,104.43156306343474,,27420.0
47.60492,-122.31898,101.94547682446402,,48972.0,
47.6744,-122.40735,144.57339847760795,,37642.0,
47.61358,-122.34738,76.1851515687935,,87925.0,
47.59515,-122.30985,50.227828533225626,,105903.0,
47.69354,-122.28936,,157.27351176090033,,43645.0
47.69129,-122.29038,87.50323713897592,,109623.0,
47.62263,-122.33018,76.69178046963528,,136998.0,
47.62232,-122.32953,102.60836945392354,,26772.0,
47.62175,-122.33005,,147.40149332223285,,211066.0
47.57619,-122.3339,,186.17996037867889,,26075.0
47.57881,-122.33273,,87.223733238748,,29394.0
47.57941,-122.3336,,111.41897415457363,,20400.0
47.57893,-122.33374,,590.6901462481459,,20460.0
47.58168,-122.33369,,19.700766263065375,,25821.0
47.58217,-122.33263,,138.81416723760452,,21870.0
47.53419,-122.36624,,37.16915867440575,,36879.0
47.53578,-122.36205,,243.53497506701555,,28531.0
47.57269,-122.37056,,85.74797395492907,,35176.0
47.5784,-122.38687,105.38821451484,,33084.0,
47.69845,-122.30747,,,,
47.71382,-122.34175,119.90636934774878,,29130.0,
47.65141,-122.34318,73.96314764183549,,160743.0,
47.65231,-122.34217,,218.52250808289983,,41293.0
47.65157,-122.34231,88.78907856696239,,131034.0,
47.55718,-122.33288,,81.68715638845943,,48890.0
47.55658,-122.33322,,280.3874131874485,,43473.0
47.68086,-122.35505,125.06357030161578,,24090.0,
47.52254,-122.36627,,132.85242622073721,,40265.0
47.51795,-122.36801,138.95825443211012,,100536.0,
47.51907,-122.36822,111.93779393085467,,49501.0,
47.52801,-122.36918,,903.0750497766038,,27227.0
47.69766,-122.37346,,235.69639792693758,,42172.0
47.69072,-122.35552,191.56847679555221,,38050.0,
47.69112,-122.35733,,91.3945851175578,,51000.0
47.62185,-122.32768,111.71713916875724,,38041.0,
47.62183,-122.32715,234.99566231423304,,32292.0,
47.62478,-122.32684,90.43904333657684,,45552.0,
47.62332,-122.32755,113.15884594360551,,144995.0,
47.62392,-122.32706,90.51630959777057,,22326.0,
47.62179,-122.3264,130.80156408230337,,29528.0,
47.62409,-122.32643,98.64267559565882,,27910.0,
47.62386,-122.32644,74.19936965395132,,23100.0,
47.62329,-122.3258,319.42319234598193,,37509.0,
47.58787,-122.33365,,173.52866444871566,,20747.0
47.58903,-122.33361,,95.6770882470078,,40800.0
47.59347,-122.33369,,51.56616669633505,,44775.0
47.59657,-122.33394,,76.48865440798593,,32250.0
47.59639,-122.33368,,82.68152006214368,,36000.0
47.59081,-122.33487,,228.0327470503261,,40967.0
47.58999,-122.33539,,130.54778898720545,,24430.0
47.58788,-122.33458,,52.753883175649754,,27690.0
47.58686,-122.33469,,99.36744427864879,,22580.0
47.54635,-122.38691,94.77043554769357,,54871.0,
47.61951,-122.31066,135.10780698298444,,45192.0,
47.61833,-122.31111,98.29595455212662,,22553.0,
47.61782,-122.31052,147.78837120155669,,27504.0,
47.61806,-122.30984,197.2019763574675,,63998.0,
47.61921,-122.30915,65.29579791116957,,72856.0,
47.61809,-122.30364,132.64249647598044,,436074.0,
47.61234,-122.31628,,45.52946788122503,,24248.0
47.70349,-122.33279,99.94753138364612,,127230.0,
47.70198,-122.32285,117.02212824397866,,20132.0,
47.70178,-122.32352,,132.08031251541536,,244500.0
47.71642,-122.31292,56.939924550318885,,33034.0,
47.72917,-122.2937,80.35306009874597,,88096.0,
47.55768,-122.33137,,75.2760745158888,,127065.0
47.55772,-122.33017,,110.66234625516893,,37247.0
47.62365,-122.32561,70.36957830170091,,24837.0,
47.62455,-122.32636,70.33728813178682,,38521.0,
47.6239,-122.32514,94.38687289290796,,23968.0,
47.62229,-122.32764,100.29097339202615,,51568.0,
47.62915,-122.32058,71.27073859754721,,21312.0,
47.66209,-122.3575,58.86157595143992,,29840.0,
47.58462,-122.3347,,58.18678340818799,,49052.0
47.57595,-122.33624,,97.8135658577668,,39036.0
47.57529,-122.33475,,36.49999114462405,,26310.0
47.56445,-122.38712,131.48270114206875,,20078.0,
47.66391,-122.31495,71.33889009161106,,29866.0,
47.5488,-122.28606,98.28921877891601,,191330.0,
47.54723,-122.28455,,305.68410757956275,,37883.0
47.5472,-122.27633,59.74841606409631,,46720.0,
47.72708,-122.35455,90.98601446624777,,29063.0,
47.53887,-122.37564,,136.54319704495316,,29874.0
47.6418,-122.39786,112.17162138048192,,22252.0,
47.64,-122.39743,,146.14581362643452,,20140.0
47.70281,-122.35623,,62.224253851658176,,71874.0
47.62424,-122.36169,83.75959492221806,,52020.0,
47.60058,-122.3017,62.42193926896924,,157724.0,
47.60009,-122.3017,,240.70663660352585,,21200.0
47.69583,-122.35566,74.14293180121649,,30386.0,
47.6775,-122.3171,59.761041432322806,,109982.0,
47.6763,-122.38051,,,,
47.67628,-122.38238,,91.12648387396837,,24120.0
47.6764,-122.38502,,88.73139612886675,,35736.0
47.6763,-122.38726,54.34744651735217,,46686.0,
47.69834,-122.32788,79.00868080343484,,20261.0,
47.57044,-122.33475,,151.9163828114137,,21900.0
47.58754,-122.3224,,46.38687084271791,,25460.0
47.57506,-122.33862,,66.99179814365174,,35310.0
47.57037,-122.34405,,68.35073979386853,,41280.0
47.65806,-122.35467,55.501919152739625,,23420.0,
47.67624,-122.40974,136.71882424079897,,239054.0,
47.61174,-122.32611,338.7516603208791,,101706.0,
47.54089,-122.32323,,378.87841988776927,,36140.0
47.59886,-122.31678,,135.76254313620217,,47963.0
47.67923,-122.31715,,74.05436265353028,,22522.0
47.67905,-122.31697,,91.88560284261098,,38959.0
47.61945,-122.30702,36.91520403464942,,27840.0,
47.61997,-122.30709,113.40751608297927,,20739.0,
47.5721,-122.30877,76.23261653429223,,25120.0,
47.58813,-122.31013,,107.4463664423244,,33332.0
47.5882,-122.31551,146.45484028397303,,73898.0,
47.55401,-122.31379,82.26239837448773,,36383.0,
47.67542,-122.26558,74.58717233394856,,136752.0,
47.68341,-122.26403,86.9807530521562,,120701.0,
47.69093,-122.35297,72.10674521885751,,54238.0,
47.56656,-122.37111,110.62652708159207,,41310.0,
47.56013,-122.38642,85.24641006422475,,113204.0,
47.56016,-122.38583,72.17777775162874,,156605.0,
47.56028,-122.38371,74.70807020315127,,163699.0,
47.61984,-122.32764,102.51746795650814,,51910.0,
47.62501,-122.3639,84.36435972548895,,20506.0,
47.62435,-122.36293,78.78722537607385,,52334.0,
47.62762,-122.35515,42.04485682643575,,48423.0,
47.71178,-122.35504,84.26506978402955,,30200.0,
47.71122,-122.35496,73.32089746675211,,28190.0,
47.70901,-122.35498,,93.25345921492527,,21936.0
47.7162,-122.2956,,225.9410605244453,,25406.0
47.62744,-122.326,75.6760211559673,,30517.0,
47.70722,-122.3192,101.85045071291252,,151450.0,
47.70657,-122.31942,85.7134476829031,,37760.0,
47.52141,-122.36426,78.28230644971295,,64618.0,
47.61511,-122.35189,139.938552191842,,162865.0,
47.71537,-122.35594,95.65015951646639,,37580.0,
47.71356,-122.35599,90.30762135254402,,25914.0,
47.56052,-122.28446,81.58315110183709,,42090.0,
47.66065,-122.31795,97.38947380465859,,71421.0,
47.55966,-122.33146,,357.4569816905805,,30000.0
47.56522,-122.32205,,153.7345050495883,,45036.0
47.55829,-122.3811,99.42870769626457,,24664.0,
47.62413,-122.32287,176.8588906206127,,34580.0,
47.6248,-122.32232,107.9208067313138,,27580.0,
47.62442,-122.3226,104.48036926769818,,40721.0,
47.62328,-122.32343,109.26610213864194,,41241.0,
47.62497,-122.3155,107.42424019605545,,22532.0,
47.62383,-122.31516,162.83823078072746,,78199.0,
47.62326,-122.31498,156.73048312348126,,21407.0,
47.62333,-122.31538,47.342132695888765,,63505.0,
47.623,-122.31514,52.3898777684055,,35647.0,
47.62212,-122.31481,145.81504141606152,,22284.0,
47.62263,-122.31586,95.10544025196246,,35656.0,
47.62394,-122.31595,180.71796145781764,,42182.0,
47.62325,-122.31602,69.59460338930829,,32288.0,
47.54155,-122.38686,55.00771837112168,,31488.0,
47.57269,-122.39673,,,,
47.50224,-122.37649,53.61530686219986,,31457.0,
47.60675,-122.32345,77.51931652538033,,43162.0,
47.61376,-122.33445,,136.9901380450097,,675497.0
47.57915,-122.40976,72.28340692480711,,20790.0,
47.58277,-122.38687,97.93666906185656,,42312.0,
47.57519,-122.37143,74.45616732592848,,53919.0,
47.724,-122.35498,79.65277657961362,,166858.0,
47.62052,-122.32286,87.91563560898085,,27317.0,
47.62285,-122.32281,108.79813770320668,,28922.0,
47.63007,-122.35854,122.53633800657377,,104064.0,
47.7101,-122.33174,142.21151487402983,,44352.0,
47.65019,-122.36173,,,,
47.70953,-122.31075,247.48594707692843,,31680.0,
47.7113,-122.30127,98.721688908203,,21303.0,
47.70868,-122.30089,,136.1399376395934,,23022.0
47.70928,-122.30045,98.67392782231157,,57756.0,
47.56173,-122.32885,,234.42762566255996,,27263.0
47.56318,-122.32889,,266.8405369171758,,31569.0
47.56362,-122.32876,,16.987338156958852,,22509.0
47.56424,-122.32902,,93.1009782415275,,39984.0
47.7095,-122.30032,66.50834391160514,,55977.0,
47.53084,-122.28114,127.03705175423487,,91907.0,
47.69991,-122.35498,75.34322465862851,,20844.0,
47.62413,-122.31698,120.71630842324582,,26578.0,
47.62442,-122.31838,,,,
47.62397,-122.31962,107.9617717152346,,24620.0,
47.62176,-122.31913,112.55388092036495,,21512.0,
47.62176,-122.31958,152.69139488477856,,32960.0,
47.62337,-122.3203,,72.79546063392816,,26440.0
47.64251,-122.3149,113.2591408669684,,21312.0,
47.63709,-122.3438,96.99371655827414,,71592.0,
47.66412,-122.34021,93.81780870605323,,21871.0,
47.61499,-122.32591,69.11025201613553,,40281.0,
47.51715,-122.37647,78.51754469505482,,42084.0,
47.62801,-122.36626,72.10049249431773,,23026.0,
47.62936,-122.35859,176.30587919400142,,53820.0,
47.61146,-122.34264,135.75625892582354,,191427.0,
47.63132,-122.35421,79.98607460311467,,22392.0,
47.55728,-122.38646,19.77875810040365,,30333.0,
47.6836,-122.28746,15.706013115728632,,233540.0,
47.68503,-122.28267,,,,
47.61625,-122.31726,78.40342574487806,,65867.0,
47.59291,-122.31042,,95.02459801262249,,28800.0
47.61477,-122.35129,159.46730265228334,,205779.0,
47.61791,-122.28594,,155.31578868055365,,28500.0
47.60583,-122.30421,83.40064889651116,,29581.0,
47.61123,-122.34446,66.27079174401784,,87645.0,
47.61124,-122.34339,160.05090126299717,,185506.0,
47.61137,-122.32669,44.13964298127261,,95280.0,
47.61875,-122.32703,118.80572412941551,,39090.0,
47.61933,-122.34413,109.03067841839416,,138125.0,
47.62493,-122.307,77.43860964876349,,20736.0,
47.62463,-122.30704,153.162727096886,,29243.0,
47.61837,-122.35363,78.6204535313735,,79644.0,
47.62487,-122.32768,80.36254110160183,,46351.0,
47.69125,-122.35104,68.85796735436494,,36666.0,
47.6189,-122.32318,88.32269988118786,,44520.0,
47.67025,-122.31232,79.55261151859827,,28472.0,
47.67069,-122.31239,138.13217149834747,,20884.0,
47.67058,-122.31275,88.95670746617878,,31900.0,
47.51996,-122.36712,139.27157313163553,,89549.0,
47.51789,-122.36689,112.10383171686897,,36260.0,
47.63107,-122.3454,78.72249257245748,,29280.0,
47.6156,-122.32415,74.7607781408037,,119486.0,
47.62902,-122.33173,,491.20499614737776,,26519.0
47.62774,-122.33384,,171.904488370697,,34639.0
47.63614,-122.33982,,99.51934051891376,,23355.0
47.63575,-122.33895,,457.5129756482966,,30840.0
47.59491,-122.31259,,109.01231274626741,,35003.0
47.67594,-122.30247,98.89246142099135,,30315.0,
47.67598,-122.30201,97.36384451150595,,30918.0,
47.66768,-122.3037,72.82427081984932,,20390.0,
47.67559,-122.30168,171.24669479667128,,99941.0,
47.67604,-122.30141,137.14506454683954,,46137.0,
47.6284,-122.31843,197.06384416549733,,21672.0,
47.61118,-122.288,,45.34556519679947,,21850.0
47.63383,-122.27624,115.04270473706521,,146102.0,
47.694,-122.35348,79.14146841508243,,36538.0,
47.59454,-122.38774,111.93527842018331,,43222.0,
47.61005,-122.34561,112.57181954175,,301229.0,
47.60449,-122.33803,,109.85570185728747,,307557.0
47.66289,-122.31882,124.47219503110544,,169565.0,
47.52058,-122.26028,76.7982087674862,,20967.0,
47.58946,-122.39376,90.69098114221815,,44188.0,
47.64633,-122.3508,,70.68481667485173,,28309.0
47.60154,-122.3352,,108.3278067056352,,45500.0
47.60106,-122.33458,,137.5117338622744,,38376.0
47.60128,-122.33456,80.47388758587107,,78779.0,
47.60149,-122.33458,,107.31116365462782,,42804.0
47.6005,-122.33514,,323.5505260975606,,57600.0
47.60038,-122.33517,138.23719932605596,,42534.0,
47.60023,-122.33459,,109.81300092812101,,33300.0
47.59976,-122.33514,,37.63217214932984,,22200.0
47.64747,-122.34086,,180.90635709025992,,49782.0
47.66097,-122.3192,,129.77147817135202,,46059.0
47.65963,-122.31914,62.65348927617771,,32331.0,
47.6604,-122.32054,41.58749291362189,,40152.0,
47.66001,-122.32052,71.45072360095548,,42189.0,
47.66001,-122.32011,67.88558982712537,,84385.0,
47.65911,-122.32119,42.37142182611862,,30964.0,
47.65864,-122.32109,79.47460828551839,,40090.0,
47.65809,-122.32117,59.642965779675784,,31034.0,
47.66507,-122.29523,20.099973941834588,,29351.0,
47.61798,-122.35603,78.99199403736405,,131500.0,
47.62439,-122.36386,174.6598182788605,,29520.0,
47.65862,-122.34192,113.43653798612091,,36600.0,
47.73225,-122.29347,88.86554963141565,,32400.0,
47.61759,-122.32759,70.14540205488888,,54224.0,
47.63766,-122.34213,63.89624595868574,,24538.0,
47.67539,-122.31843,107.88336128627195,,71510.0,
47.67426,-122.3177,73.9539330845203,,30169.0,
47.692,-122.35561,69.56641344865629,,98486.0,
47.69159,-122.35732,66.32563235120035,,52626.0,
47.59824,-122.30256,161.06780409446878,,70161.0,
47.51169,-122.39435,83.75649223876451,,115819.0,
47.59896,-122.33338,,58.00632901804498,,24940.0
47.59946,-122.3338,74.26216061893423,,50120.0,
47.59938,-122.33328,,36.600333500221325,,28142.0
47.59954,-122.33327,,148.56348442571527,,28760.0
47.59979,-122.33318,,75.76367788928776,,39030.0
47.59979,-122.33339,,116.34043820990884,,27838.0
47.60071,-122.33377,,20.893459526845582,,47215.0
47.61492,-122.31728,,131.63699093625567,,61580.0
47.61459,-122.31724,,108.91184923303743,,30720.0
47.61428,-122.31726,,56.03224787594163,,20640.0
47.61421,-122.3193,,97.17046760102544,,34914.0
47.61435,-122.31859,,146.62974885763893,,22866.0
47.61466,-122.31984,,112.06000233389015,,30240.0
47.61427,-122.31977,248.6720493619061,,32100.0,
47.61738,-122.31749,257.0820440005526,,36148.0,
47.65901,-122.3201,62.095549251079454,,24153.0,
47.65859,-122.31913,59.78839415612872,,47332.0,
47.65729,-122.31937,,547.5533353365175,,28586.0
47.65631,-122.3195,68.19825747424375,,46689.0,
47.65676,-122.32053,56.97851159880622,,30347.0,
47.59784,-122.32394,60.679023122571394,,25600.0,
47.59644,-122.32415,,97.19839866408128,,35202.0
47.61769,-122.32701,78.1368068029989,,23150.0,
47.61598,-122.32758,48.435679147800464,,37151.0,
47.61539,-122.32708,161.3631290260266,,130284.0,
47.61593,-122.32715,95.53599360870616,,24962.0,
47.61609,-122.32714,76.52972021698076,,73830.0,
47.61666,-122.32708,91.49801707135283,,77577.0,
47.61318,-122.32747,,209.84166470624245,,95117.0
47.6146,-122.32661,232.50613225400332,,54572.0,
47.61426,-122.32661,,93.62342863248662,,24600.0
47.63447,-122.35724,75.6342365442666,,20378.0,
47.60514,-122.32613,,11.73856603123688,,48850.0
47.61592,-122.32644,57.093326839738005,,104452.0,
47.69687,-122.34221,98.57992008176798,,21880.0,
47.69658,-122.34342,79.98974909134873,,29562.0,
47.53456,-122.37632,66.3125098849996,,84415.0,
47.5519,-122.38753,73.979045397301,,22000.0,
47.56079,-122.3766,61.41514295949308,,21581.0,
47.63182,-122.36384,88.06808460964628,,57212.0,
47.53144,-122.36076,231.21038290300234,,131307.0,
47.58968,-122.38587,101.36636500741659,,30420.0,
47.59027,-122.3866,84.7944295728928,,39757.0,
47.61861,-122.31783,178.65276029289294,,27328.0,
47.61977,-122.31918,101.79812899030395,,23200.0,
47.61895,-122.31852,245.19014913708168,,20457.0,
47.62007,-122.32067,395.3077552247807,,38160.0,
47.59739,-122.32354,60.15610957971628,,46951.0,
47.59852,-122.32321,201.4564100829729,,30210.0,
47.55544,-122.33294,,36.123897484473055,,25000.0
47.61543,-122.32657,,89.23002669041387,,27544.0
47.61811,-122.32643,73.51187142181384,,63102.0,
47.6179,-122.32647,185.46197265710575,,26694.0,
47.59445,-122.38819,103.7125905621822,,26442.0,
47.61061,-122.32367,368.6035494157531,,66924.0,
47.60004,-122.30256,116.24383029405031,,49310.0,
47.59376,-122.38936,96.6979175156064,,25200.0,
47.63703,-122.34072,74.74220044787269,,26294.0,
47.63148,-122.35766,80.2842394855751,,36192.0,
47.61803,-122.34802,101.36572275074083,,31008.0,
47.70009,-122.32283,72.59778351378527,,53088.0,
47.56178,-122.3891,75.91989963754511,,20407.0,
47.61161,-122.34592,,96.98285812986637,,47415.0
47.5643,-122.37474,93.02727974299398,,21294.0,
47.5643,-122.37409,69.86836837084618,,30796.0,
47.56439,-122.37348,63.65190843389981,,43441.0,
47.56379,-122.37356,63.493166707435506,,80083.0,
47.56385,-122.37583,62.432986880312555,,84982.0,
47.63908,-122.34228,83.62087038777887,,61107.0,
47.62048,-122.31386,,851.0868210552767,,44739.0
47.62155,-122.31444,97.47942852560853,,42720.0,
47.62119,-122.31873,35.21510436339399,,21892.0,
47.63199,-122.3431,78.40914501787239,,79090.0,
47.68517,-122.38733,,174.61239360054432,,21562.0
47.62292,-122.32435,100.8838605922504,,31570.0,
47.62322,-122.29006,,66.80731432073394,,25753.0
47.62816,-122.28067,,854.248281606198,,71280.0
47.63408,-122.28483,,,,
47.63429,-122.27652,312.9998208424438,,225629.0,
47.63673,-122.27813,69.79289182196219,,36702.0,
47.63755,-122.27654,96.66507101800023,,46613.0,
47.57897,-122.41037,88.55584326762869,,22982.0,
47.57845,-122.41036,67.37615751715703,,25016.0,
47.57753,-122.41031,57.15423934040881,,26896.0,
47.61811,-122.33908,,111.3238767996279,,525049.0
47.62354,-122.3118,157.9015438642595,,22234.0,
47.62985,-122.35963,72.16500599915616,,62190.0,
47.62689,-122.35981,72.73308716432017,,26472.0,
47.62576,-122.35183,150.93887614333397,,92342.0,
47.53857,-122.28026,,113.61954746544052,,24200.0
47.61735,-122.3231,104.12186603254621,,33274.0,
47.6169,-122.32262,129.8152978867844,,31457.0,
47.61619,-122.32309,308.8324291282421,,26246.0,
47.63701,-122.34218,31.859060025664522,,32615.0,
47.56486,-122.37284,86.47370388069177,,25800.0,
47.69395,-122.3549,81.46448410616134,,82514.0,
47.64353,-122.37438,72.94417685009454,,22202.0,
47.54095,-122.38678,67.45987460727567,,71280.0,
47.52451,-122.36424,81.21338903932237,,35122.0,
47.51897,-122.35561,65.07562321210119,,24259.0,
47.56785,-122.37039,,56.832690282461435,,66610.0
47.62016,-122.32514,95.43611565900555,,22160.0,
47.61983,-122.32434,148.02423265130358,,24650.0,
47.6186,-122.32514,164.0989868905691,,30040.0,
47.62175,-122.32376,74.7119810301909,,36885.0,
47.62276,-122.32378,48.348074852373244,,49649.0,
47.618,-122.32558,115.9235568500051,,28094.0,
47.61827,-122.32359,163.5911925789136,,22795.0,
47.62245,-122.33146,62.466099647106226,,391461.0,
47.71539,-122.35509,65.8981641364699,,32962.0,
47.71387,-122.3535,,181.88938447447768,,23222.0
47.71919,-122.35508,62.000923685760135,,63590.0,
47.70455,-122.34681,106.67725237266939,,23346.0,
47.61426,-122.3253,,102.15127942200473,,24476.0
47.61459,-122.32532,102.80516353200082,,27320.0,
47.61387,-122.32524,76.90331907401416,,117555.0,
47.61316,-122.32468,136.5779657555803,,27792.0,
47.61338,-122.32519,236.64115702417521,,23600.0,
47.61339,-122.32594,,115.4215136217345,,60000.0
47.61449,-122.32592,,27.36228291985289,,46560.0
47.6161,-122.32591,66.833620151836,,35138.0,
47.6176,-122.32592,45.731520588432446,,20340.0,
47.61654,-122.32592,183.55996809896962,,46274.0,
47.63434,-122.3414,115.91350291570468,,31008.0,
47.6401,-122.33003,81.31564331237352,,53862.0,
47.63303,-122.34268,,63.72888472646416,,30408.0
47.63315,-122.34147,68.0080499334807,,33978.0,
47.63342,-122.3414,87.14208121645689,,66204.0,
47.63361,-122.34193,61.29620500648135,,31266.0,
47.63439,-122.34078,,206.96560952950537,,30109.0
47.65093,-122.34555,72.01434625408942,,27480.0,
47.55257,-122.38019,,,,
47.6864,-122.33985,187.4933071081975,,24920.0,
47.63985,-122.36712,,99.47275411576727,,25481.0
47.53494,-122.26582,,436.5851731051989,,141297.0
47.60551,-122.33746,111.36272123683679,,195788.0,
47.61941,-122.31304,102.72732966845021,,29421.0,
47.62602,-122.3567,117.13617900683084,,48600.0,
47.62651,-122.34795,60.90111830496823,,27480.0,
47.67385,-122.26521,78.5244171579657,,40894.0,
