latitude,longitude,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),Residential Area (ft²),Non-residential Area (ft²)
42.3555,-71.0565,144.7308642415101,,187533.0,
42.3555,-71.0565,,122.74616916325874,,133895.0
42.3555,-71.0565,765.5164709056388,,15984.0,
42.3555,-71.0565,162.56359822377587,,95673.0,
42.3555,-71.0565,,2132.3542263506156,,452625.0
42.3555,-71.0565,,154.44028826346255,,291604.0
42.3555,-71.0565,214.63654197996854,,32875.0,
42.3555,-71.0565,293.67168924547957,,32628.0,
42.3555,-71.0565,,216.0676729790535,,118781.0
42.3555,-71.0565,,56.505683930390745,,110000.0
42.3555,-71.0565,,106.69812301659047,,35628.0
42.3555,-71.0565,,372.5377163362122,,49494.0
42.3555,-71.0565,,215.13791891014426,,45725.0
42.3555,-71.0565,,694.7551074713573,,64485.0
42.3555,-71.0565,,103.03562978463334,,83750.0
42.3555,-71.0565,,139.52226144026827,,43869.0
42.3555,-71.0565,,92.56078437051556,,77004.0
42.3555,-71.0565,,245.46698380151994,,36446.0
42.3555,-71.0565,,157.80652902000955,,104278.0
42.3555,-71.0565,,359.6578044956763,,274295.0
42.3555,-71.0565,,159.12070156440464,,98200.0
42.3555,-71.0565,,205.83247892543392,,205805.0
42.3555,-71.0565,,437.0374242673636,,247023.0
42.3555,-71.0565,,302.94476216865206,,31906.0
42.3555,-71.0565,,224.74858084404937,,63743.0
42.3555,-71.0565,,349.3889323004077,,119492.0
42.3555,-71.0565,,344.6047156827966,,110488.0
42.3555,-71.0565,,447.0015856667862,,116601.0
42.3555,-71.0565,,677.2531962700451,,154506.0
42.3555,-71.0565,,222.56329422382535,,239667.0
42.3555,-71.0565,,200.52739328345038,,67800.0
42.3555,-71.0565,,301.4571266352658,,38783.0
42.3555,-71.0565,,,,40500.0
42.3555,-71.0565,,,,82353.0
42.3555,-71.0565,,,,60195.0
42.3555,-71.0565,,358.4414477123587,,236213.0
42.3555,-71.0565,373.99431652960294,,83900.0,
42.3555,-71.0565,,1031.051137264106,,251981.0
42.3555,-71.0565,236.25540825025868,,55472.0,
42.3555,-71.0565,232.02421704030922,,55472.0,
42.3555,-71.0565,59.16890428030873,,12135.0,
42.3555,-71.0565,559.3788361765186,,48951.0,
42.3555,-71.0565,278.81563404175466,,18663.0,
42.3555,-71.0565,,,17232.0,
42.3555,-71.0565,287.1149823041618,,47432.0,
42.3555,-71.0565,281.8184760114395,,95200.0,
42.3555,-71.0565,281.8203956363783,,18600.0,
42.3555,-71.0565,385.09425244655455,,14200.0,
42.3555,-71.0565,386.146466086618,,14200.0,
42.3555,-71.0565,255.20847555652117,,64830.0,
42.3555,-71.0565,443.6754776710592,,21259.0,
42.3555,-71.0565,465.24238733108933,,21800.0,
42.3555,-71.0565,218.50857559003515,,60440.0,
42.3555,-71.0565,140.9823476429924,,10400.0,
42.3555,-71.0565,193.43907237664226,,97300.0,
42.3555,-71.0565,,146.54500138391793,,79056.0
42.3555,-71.0565,179.98626440381892,,90944.0,
42.3555,-71.0565,247.92615963745877,,32868.0,
42.3555,-71.0565,188.8077609680944,,72618.0,
42.3555,-71.0565,250.29949784062222,,46860.0,
42.3555,-71.0565,196.56193056642635,,72618.0,
42.3555,-71.0565,241.93944523891705,,16875.0,
42.3555,-71.0565,237.89201458247373,,16875.0,
42.3555,-71.0565,157.70925899651397,,46860.0,
42.3555,-71.0565,246.09211101972616,,55472.0,
42.3555,-71.0565,347.12207710407813,,28356.0,
42.3555,-71.0565,305.19912168457466,,28356.0,
42.3555,-71.0565,443.94567797617316,,17640.0,
42.3555,-71.0565,329.29812956454856,,28356.0,
42.3555,-71.0565,282.81348141504384,,28356.0,
42.3555,-71.0565,366.0474593559601,,28356.0,
42.3555,-71.0565,350.637920880979,,28356.0,
42.3555,-71.0565,364.0893074602281,,28356.0,
42.3555,-71.0565,373.98039055601697,,28356.0,
42.3555,-71.0565,381.56831398813034,,28356.0,
42.3555,-71.0565,119.3738977024084,,15937.0,
42.3555,-71.0565,129.24968563813115,,16490.0,
42.3555,-71.0565,99.57583351867916,,20565.0,
42.3555,-71.0565,97.46667086017216,,9170.0,
42.3555,-71.0565,119.93486053981324,,11656.0,
42.3555,-71.0565,105.8944347597953,,9778.0,
42.3555,-71.0565,99.2791811520957,,7485.0,
42.3555,-71.0565,135.94844200596725,,3867.0,
42.3555,-71.0565,119.52015966579478,,11905.0,
42.3555,-71.0565,104.9278631540408,,12153.0,
42.3555,-71.0565,277.16144664722475,,28356.0,
42.3555,-71.0565,379.70297175512087,,17640.0,
42.3555,-71.0565,335.6955987367163,,28356.0,
42.3555,-71.0565,332.00176036883994,,28356.0,
42.3555,-71.0565,360.68474646235825,,28356.0,
42.3555,-71.0565,378.84451249679563,,17640.0,
42.3555,-71.0565,397.08915749424784,,28356.0,
42.3555,-71.0565,370.27539275729,,28356.0,
42.3555,-71.0565,105.47469313091744,,7126.0,
42.3555,-71.0565,204.58620493367303,,28356.0,
42.3555,-71.0565,125.53926490452763,,12153.0,
42.3555,-71.0565,163.1001671836547,,4557.0,
42.3555,-71.0565,92.46513307497624,,4557.0,
42.3555,-71.0565,265.67936026850555,,28356.0,
42.3555,-71.0565,126.44918874333597,,55100.0,
42.3555,-71.0565,256.00976088653874,,19000.0,
42.3555,-71.0565,255.51845326123674,,28600.0,
42.3555,-71.0565,255.50162333721886,,25400.0,
42.3555,-71.0565,139.93254010666212,,52000.0,
42.3555,-71.0565,155.36861249326205,,57033.0,
42.3555,-71.0565,291.1438777200684,,84224.0,
42.3555,-71.0565,303.89204911886384,,10476.0,
42.3555,-71.0565,303.89204911886384,,10476.0,
42.3555,-71.0565,300.1715887224683,,6014.0,
42.3555,-71.0565,300.07684784806105,,5490.0,
42.3555,-71.0565,301.9216568852832,,7606.0,
42.3555,-71.0565,306.4611482084801,,30908.0,
42.3555,-71.0565,303.7917658573184,,11364.0,
42.3555,-71.0565,306.9815018102302,,46640.0,
42.3555,-71.0565,307.06069811218055,,51716.0,
42.3555,-71.0565,302.9533152584129,,9597.0,
42.3555,-71.0565,307.0199552184575,,49464.0,
42.3555,-71.0565,307.1468557316753,,56036.0,
42.3555,-71.0565,307.136924094351,,56208.0,
42.3555,-71.0565,306.58927874281653,,32406.0,
42.3555,-71.0565,307.136924094351,,56208.0,
42.3555,-71.0565,307.6031988789065,,123164.0,
42.3555,-71.0565,307.27616542585827,,73224.0,
42.3555,-71.0565,306.3717412021657,,29496.0,
