latitude,longitude,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),Residential Area (ft²),Non-residential Area (ft²)
41.97087009,-87.79892589,253.65424152072595,,62341.0,
41.98409017,-87.7788465,,189.294210090094,,82050.0
41.8202295,-87.61187,413.9233393970055,,50760.0,
41.80224043,-87.60332678,194.9730363927968,,71864.0,
41.88230282,-87.63117675,,135.97634091471753,,433246.0
41.86949,-87.625855,212.32500565105542,,1217060.0,
41.88592549,-87.64270985,,163.7394917279313,,113151.0
41.90826903,-87.62920718,227.78403280841312,,135000.0,
42.01059222,-87.68459629,,279.2089598828886,,147016.0
41.873768,-87.701596,,207.27716004865295,,64440.0
41.97223008,-87.6645957,131.87496636276546,,190476.0,
41.99475547,-87.66823796,,290.2511221381441,,118800.0
41.91805785,-87.63701176,342.30702991292,,413860.0,
41.79758019,-87.70526137,,210.43206355015448,,163308.0
41.78046327,-87.6053081,532.5477110534645,,48700.0,
41.82748182,-87.60830918,,306.02563964565195,,74828.0
41.97298081,-87.65453676,362.8139026726802,,149600.0,
41.92201051,-87.65461957,289.6201414378438,,80000.0,
41.90965061,-87.64658669,381.4278333315394,,99696.0,
41.90261979,-87.68613497,,226.52207140781246,,354518.0
41.68907836,-87.63835866,,225.89109070751212,,341000.0
41.76303922,-87.63901962,,607.9499047393518,,66458.0
41.896703,-87.629373,401.9347060912996,,259349.0,
41.80086685,-87.58562562,275.42307568108674,,302000.0,
41.88655482,-87.66760406,,79.50356823783947,,81887.0
41.94896909,-87.64428388,326.8480027555623,,841880.0,
41.76259226,-87.57231648,243.55855031592097,,77607.0,
41.94133511,-87.68998877,,260.91051957417955,,51298.0
41.89311288,-87.62202043,,194.02656534234634,,188172.0
41.8842525,-87.63245,248.9218862684736,,237121.0,
41.82509374,-87.7114156,,187.08577763904287,,108624.0
42.01036185,-87.66829765,304.76367824505127,,67064.0,
41.924672,-87.658471,,195.6040170930971,,163000.0
41.87993535,-87.64144916,,154.9057619237269,,78751.0
41.842325,-87.62715344,58.99669547807929,,69559.0,
41.74401302,-87.60549928,208.22363109910341,,113616.0,
41.77110031,-87.66677518,,200.9673530456498,,104200.0
41.9367866,-87.63982583,217.37285125345795,,228057.0,
41.83657783,-87.64816386,142.6016382678708,,110616.0,
41.9995854,-87.77148,266.9048362270325,,191550.0,
41.95402016,-87.6620278,301.2932843933996,,50736.0,
41.879992,-87.630764,,284.5722958354413,,580000.0
41.88401509,-87.64470335,261.85699062463,,335000.0,
41.85437796,-87.64784268,,264.3809134258313,,73288.0
41.88719418,-87.64722371,283.941315135141,,245715.0,
41.68095,-87.535552,,1042.0646265459675,,94000.0
41.9037528,-87.63558845,241.0346275147197,,82916.0,
41.92201051,-87.65461957,256.1781643219272,,79250.0,
41.796083,-87.642718,,243.55855031592097,,71361.0
41.92643282,-87.78559086,,149.8579163213244,,68653.0
41.76259226,-87.57231648,303.5017168444507,,52193.0,
41.80224043,-87.60332678,264.6964037759815,,201415.0,
41.684683,-87.655468,,253.65424152072595,,88230.0
41.89817078,-87.63173366,147.96497422042347,,243432.0,
41.88156186,-87.62774159,316.12133085045696,,72150.0,
41.89150137,-87.61230249,179.19851888528896,,1705000.0,
41.85331733,-87.70144548,240.7191371645695,,262612.0,
41.90102328,-87.62678724,390.8925438360441,,154113.0,
41.88039405,-87.75826967,350.19428866667386,,50291.0,
41.95402016,-87.6620278,309.8115238474538,,51163.0,
41.8870513,-87.64927047,,724.6813342949097,,118640.0
41.76259226,-87.57231648,254.28522222102623,,122332.0,
41.80422316,-87.58577365,295.6144580906968,,260297.0,
41.896764,-87.621559,,710.4842685381526,,1287909.0
42.01945041,-87.66951229,167.5253759297332,,130365.0,
41.877185,-87.666647,,290.2511221381441,,68150.0
41.7689093,-87.5833058,,321.48466680300965,,75104.0
41.83093022,-87.6519988,,74.45572263543697,,240000.0
42.01036185,-87.66829765,292.144064239045,,74884.0,
41.76239877,-87.62373586,,256.1781643219272,,87736.0
41.80224043,-87.60332678,226.83756175796262,,84947.0,
41.74849276,-87.59132698,,273.845623930336,,87101.0
41.98719804,-87.65477168,417.7092235988074,,224173.0,
41.88468249,-87.62412202,350.50977901682404,,663464.0,
41.89612,-87.647759,,217.37285125345795,,189509.0
41.87849557,-87.62724664,,261.2260099243297,,371257.0
41.90026302,-87.61990168,253.65424152072595,,331127.0,
41.87940822,-87.63610047,,61.83610862943071,,158510.0
41.80520171,-87.60925164,229.99246525946424,,149900.0,
41.86475039,-87.65742311,,907.9812277321508,,89780.0
41.88,-87.6548399,280.78641163363943,,250817.0,
41.95739087,-87.77067574,,135.97634091471753,,117000.0
41.84050662,-87.61620503,455.2525752666761,,289267.0,
41.80852134,-87.66802475,162.47753032733067,,101475.0,
42.01509489,-87.69644878,,273.845623930336,,59810.0
41.8808242,-87.72327934,88.65278839219403,,127711.0,
41.96138688,-87.65532001,214.84892845225667,,149524.0,
41.90740406,-87.68287819,,247.34443451772285,,95219.0
41.90324261,-87.62849948,187.7167583393432,,233983.0,
41.93000505,-87.76055407,,240.40364681441937,,101364.0
41.842325,-87.62715344,,38.174332368168955,,82554.0
41.897139,-87.62708914,,262.48797132493036,,306560.0
41.89579275,-87.62247957,,420.2331464000086,,85000.0
41.8117692,-87.65514,335.0507518594664,,80000.0,
41.869863,-87.62736512,175.09714433333693,,601577.0,
41.89260773,-87.62161072,,274.47660463063625,,75340.0
41.98925073,-87.80266407,,252.70777047027545,,56330.0
41.78046327,-87.6053081,536.6490856054164,,153502.0,
41.7202896,-87.58289821,,704.4899518852999,,72651.0
41.91723891,-87.68490143,,289.3046510876936,,196958.0
41.92521317,-87.65992953,299.4003422924987,,245068.0,
41.88628574,-87.63508062,,134.39888916396674,,810498.0
41.86924827,-87.72160551,486.48611993154157,,87288.0,
41.95402016,-87.6620278,271.00621077898455,,67988.0,
41.89213,-87.63513,,258.7020871231284,,51190.0
41.657559,-87.592115,,235.98678191231716,,298689.0
41.86192401,-87.66583933,459.3539498186281,,65291.0,
41.90423,-87.638225,180.46048028588962,,91427.0,
41.9398511,-87.65844752,341.67604921261966,,69972.0,
41.91720134,-87.63571887,197.1814688438479,,82955.0,
41.9056301,-87.6322449,330.318396607214,,64409.0,
41.79554344,-87.60569126,,558.7334101159274,,73327.0
41.68091744,-87.64744458,,157.11419437477798,,51303.0
41.88321395,-87.64336601,170.04929873093442,,145000.0,
42.01036185,-87.66829765,288.6736703873933,,51330.0,
41.802305,-87.6025,113.57652605405639,,85572.0,
41.86815,-87.62702,495.6353400858961,,532581.0,
41.78388279,-87.7815589,282.3638633843902,,60000.0,
41.922073,-87.654665,,386.4756789339419,,77485.0
41.92673883,-87.63919725,237.87972401321812,,252000.0,
41.93162246,-87.74256249,,361.23645092192936,,116720.0
41.99668692,-87.65474889,295.92994844084694,,518308.0,
41.88177039,-87.63193858,226.83756175796262,,608318.0,
41.87588999,-87.62653046,318.0142729513579,,100535.0,
41.90532123,-87.64808318,174.7816539831868,,124125.0,
41.88112401,-87.68648584,235.35580121201681,,205118.0,
41.9021714,-87.64082064,,182.35342238679053,,90164.0
41.97552409,-87.69722301,,213.27147670150586,,102352.0
41.890071,-87.621562,,241.0346275147197,,1164458.0
41.81013916,-87.62690203,,336.62820361021716,,99100.0
41.85793904,-87.71522054,,198.7589205945987,,64779.0
41.89638889,-87.62646498,186.77028728889272,,330270.0,
41.921935,-87.65474,,192.44911359159553,,81701.0
41.88762184,-87.67442045,,192.44911359159553,,162836.0
41.83748681,-87.62888703,,123.98770760901155,,71586.0
41.92201051,-87.65461957,153.01281982282597,,88000.0,
41.88385328,-87.63167966,,474.4974866258356,,411500.0
41.88343043,-87.63249784,,277.946998482288,,160475.0
41.910835,-87.65176,,240.40364681441937,,341451.0
41.93581433,-87.63933945,230.30795560961437,,205313.0,
41.95402016,-87.6620278,316.12133085045696,,211558.0,
41.8763213,-87.62821533,,247.9754152180231,,756640.0
41.97209735,-87.7569164,,270.37523007868424,,117451.0
41.9398511,-87.65844752,409.8219648450535,,84486.0,
41.89579275,-87.62247957,377.9574394798876,,98724.0,
41.89579275,-87.62247957,278.2624888324382,,169733.0,
41.79059152,-87.60101889,,1749.3939915826186,,85570.0
41.8797561,-87.63268685,,204.12225654715138,,901459.0
41.88606565,-87.62685764,,152.0663487723755,,345300.0
41.97110197,-87.70939495,,227.15305210811277,,104203.0
41.9037528,-87.63558845,295.92994844084694,,117024.0,
41.91944034,-87.63637786,371.9631228270347,,263000.0,
41.76367663,-87.56017328,317.06780190090745,,171630.0,
41.92909901,-87.63926719,135.02986986426703,,1193624.0,
41.92089131,-87.79110941,254.60071257117642,,374357.0,
41.79375332,-87.5832183,214.21794775195636,,555104.0,
41.80224043,-87.60332678,221.1587354552598,,111592.0,
41.99090057,-87.66660744,212.0095153009053,,56439.0,
41.92201051,-87.65461957,564.0967460684801,,61757.0,
41.82021138,-87.61246867,403.1966674919002,,55828.0,
41.89392128,-87.6241737,,344.1999720138209,,215871.0
41.880335,-87.636667,,173.51969258258615,,1454157.0
41.87822966,-87.64359272,,169.10282768048395,,120173.0
41.89579275,-87.62247957,127.77359181081344,,216260.0,
41.88039405,-87.75826967,496.26632078619645,,97683.0,
41.90225377,-87.68447845,254.60071257117642,,66000.0,
41.76506128,-87.57735119,362.8139026726802,,81140.0,
41.88774849,-87.64394791,295.29896774054663,,272937.0,
41.88114124,-87.64186869,196.23499779339744,,3045000.0,
41.879474,-87.6273,,489.32553308289295,,161166.0
41.97223008,-87.6645957,204.12225654715138,,51840.0,
41.86215282,-87.62699452,171.6267504816852,,204036.0,
41.88286478,-87.63205333,,276.68503708168737,,477171.0
41.87842264,-87.66057334,,506.6775023411515,,180000.0
41.95313507,-87.65060377,,182.35342238679053,,60718.0
41.80224043,-87.60332678,198.4434302444485,,88384.0,
41.74370995,-87.60547545,279.2089598828886,,76387.0,
41.88980526,-87.62932907,232.8318784108156,,198848.0,
41.94044086,-87.66865706,,817.1200068889057,,112099.0
41.92201051,-87.65461957,313.2819176991056,,63200.0,
41.76655157,-87.71928277,,358.0815474204278,,55250.0
41.87642552,-87.63335549,,215.16441880240683,,60000.0
41.95323562,-87.6455487,256.49365467207735,,295234.0,
41.9757,-87.69428,135.02986986426703,,83453.0,
41.886754,-87.680033,,54.26434022582695,,50835.0
41.80224043,-87.60332678,223.05167755616074,,149950.0,
41.98454885,-87.70128931,,241.98109856517016,,111599.0
41.88888345,-87.62643917,304.132697544751,,892791.0,
41.76125742,-87.57572455,,409.50647449490333,,100830.0
41.8832102,-87.64337,232.20089771051528,,255042.0,
41.86825877,-87.63109732,,262.48797132493036,,345933.0
41.84763372,-87.69981687,,165.63243382883226,,106010.0
41.99047176,-87.70486537,203.80676619700117,,72096.0,
41.86871435,-87.66486183,,291.51308353874475,,69329.0
41.95551563,-87.74491933,,571.3530241219337,,77966.0
41.88425,-87.63245,249.23737661862376,,196844.0,
41.9037528,-87.63558845,80.13454893813979,,117600.0,
41.88328737,-87.69945712,,261.85699062463,,52579.0
41.92173714,-87.65391568,206.0151986480523,,65211.0,
41.89369142,-87.63934318,107.26671905105326,,220908.0,
41.82021138,-87.61246867,341.99153956276984,,156629.0,
41.86637151,-87.60660909,,206.96166969850276,,175000.0
41.97462468,-87.68031709,,262.17248097478017,,218950.0
41.79445107,-87.5861799,260.91051957417955,,54634.0,
41.9398511,-87.65844752,211.06304425045482,,52304.0,
41.89754415,-87.7221429,,151.75085842222535,,110959.0
41.90494,-87.63595,191.18715219099494,,152367.0,
41.90933331,-87.62655128,271.3217011291347,,175440.0,
41.87634749,-87.64069198,,231.569917010215,,163900.0
41.97596,-87.669615,200.02088199519932,,50000.0,
41.925418,-87.653232,,162.47753032733067,,91963.0
41.8833006,-87.62933043,216.74187055315764,,211608.0,
41.865858,-87.6195328,,425.9119727027114,,110497.0
41.86863212,-87.62730687,152.69732947267582,,78000.0,
41.99790804,-87.65720115,295.29896774054663,,73000.0,
41.816805,-87.607775,124.61868830931188,,199690.0,
41.87740181,-87.62564302,,254.28522222102623,,1478801.0
42.01036185,-87.66829765,388.9996017351432,,30901.0,
41.88448158,-87.62973023,,535.702614554966,,50913.0
41.88425,-87.63245,139.44673476636925,,134153.0,
41.8842525,-87.63245,314.85936944985633,,97000.0,
42.01036185,-87.66829765,305.0791685952015,,65072.0,
41.90306714,-87.62513908,265.3273844762817,,137739.0,
41.9224218,-87.69209248,146.38752246967266,,83620.0,
42.01036185,-87.66829765,286.46523793634225,,56894.0,
41.87000549,-87.70831909,162.47753032733067,,228897.0,
41.79106711,-87.60164712,,328.7409448564632,,59287.0
