nearest_humidity_1,nearest_humidity_2,nearest_humidity_3,nearest_humidity_4,nearest_humidity_5,nearest_humidity_6,nearest_humidity_7,nearest_humidity_8,nearest_humidity_9,nearest_humidity_10,nearest_humidity_11,nearest_humidity_12
296.7283935546875,296.94769287109375,295.8417053222656,295.3023376464844,298.0931091308594,296.0487976074219,297.1249694824219,296.8753967285156,296.5596923828125,296.2921142578125,297.6927795410156,298.4339904785156
273.7205810546875,291.91253662109375,289.1463928222656,295.7925720214844,296.8177185058594,296.1640319824219,297.8612976074219,295.0746154785156,295.4425048828125,292.6593017578125,295.6849670410156,282.52386474609375
296.9100341796875,297.81683349609375,297.3534240722656,296.4761657714844,297.2395935058594,295.7499694824219,295.7128601074219,296.1878967285156,296.7589111328125,297.2374267578125,296.8216857910156,296.9906311035156
297.5213623046875,298.10784912109375,297.6952209472656,296.2437438964844,297.2610778808594,295.9413757324219,296.2070007324219,296.5765686035156,297.1807861328125,297.6182861328125,297.2826232910156,297.2171936035156
273.8768310546875,283.00628662109375,282.6600646972656,296.4117126464844,296.4290466308594,296.6249694824219,297.8905944824219,294.6878967285156,295.3311767578125,292.2354736328125,293.8451232910156,280.82464599609375
274.5877685546875,294.18792724609375,295.3143615722656,295.8570251464844,297.2552185058594,296.5429382324219,298.0448913574219,295.7269592285156,296.7882080078125,295.2725830078125,297.0404357910156,282.83636474609375
274.5877685546875,294.18792724609375,295.3143615722656,295.8570251464844,297.2552185058594,296.5429382324219,298.0448913574219,295.7269592285156,296.7882080078125,295.2725830078125,297.0404357910156,282.83636474609375
274.5877685546875,294.18792724609375,295.3143615722656,295.8570251464844,297.2552185058594,296.5429382324219,298.0448913574219,295.7269592285156,296.7882080078125,295.2725830078125,297.0404357910156,282.83636474609375
274.0819091796875,287.60589599609375,285.6522521972656,296.1460876464844,296.6927185058594,296.3027038574219,297.9218444824219,294.7484436035156,295.2100830078125,292.8389892578125,294.7357482910156,281.90863037109375
274.5877685546875,294.18792724609375,295.3143615722656,295.8570251464844,297.2552185058594,296.5429382324219,298.0448913574219,295.7269592285156,296.7882080078125,295.2725830078125,297.0404357910156,282.83636474609375
275.5447998046875,294.91644287109375,296.7811584472656,295.9742126464844,297.2356872558594,296.6152038574219,297.9999694824219,295.6625061035156,297.1085205078125,296.7667236328125,297.0755920410156,282.62152099609375
274.5877685546875,294.18792724609375,295.3143615722656,295.8570251464844,297.2552185058594,296.5429382324219,298.0448913574219,295.7269592285156,296.7882080078125,295.2725830078125,297.0404357910156,282.83636474609375
261.9197998046875,270.9555969238281,269.2167053222656,285.36285400390625,291.4114685058594,294.0683288574219,295.5292663574219,295.6507873535156,295.0909423828125,272.6905517578125,276.94866943359375,270.4242858886719
280.6893310546875,280.4321594238281,272.8534240722656,280.68121337890625,288.0677185058594,290.8066101074219,292.5292663574219,293.3207092285156,290.3565673828125,287.0616455078125,281.92913818359375,281.69183349609375
272.0682373046875,268.5962219238281,279.3221740722656,280.04058837890625,277.0696716308594,282.6249694824219,284.6737976074219,284.26019287109375,286.7257080078125,283.4874267578125,269.8647155761719,274.38714599609375
273.6014404296875,265.1841125488281,278.5116271972656,280.75152587890625,277.2825622558594,287.4374694824219,283.3339538574219,284.87933349609375,285.5343017578125,282.7374267578125,270.2846374511719,274.97503662109375
271.9510498046875,266.6723937988281,278.2616271972656,280.45855712890625,278.0384216308594,284.0214538574219,284.1894226074219,283.65667724609375,285.6026611328125,282.0186767578125,269.5854187011719,272.0922546386719
273.1737060546875,266.0298156738281,280.4139709472656,280.22613525390625,277.4056091308594,287.5273132324219,283.4862976074219,285.12738037109375,286.3624267578125,283.4210205078125,273.26702880859375,276.45355224609375
274.1971435546875,271.7231750488281,282.1483459472656,274.38238525390625,279.9036560058594,289.0859069824219,285.6034851074219,285.55511474609375,284.2999267578125,283.8135986328125,267.6029968261719,277.46331787109375
274.0135498046875,267.9888000488281,280.6346740722656,279.99371337890625,279.4407653808594,287.2890319824219,284.0234069824219,285.01019287109375,285.3760986328125,283.8565673828125,273.54046630859375,277.32659912109375
273.9647216796875,269.1118469238281,281.3065490722656,278.85113525390625,282.3587341308594,287.8593444824219,287.7011413574219,283.30511474609375,283.8272705078125,283.3741455078125,273.0014343261719,279.11566162109375
272.1346435546875,270.3149719238281,280.1717834472656,277.57574462890625,279.1341247558594,288.6972351074219,285.1874694824219,284.24652099609375,286.7940673828125,282.9268798828125,269.7729187011719,275.79534912109375
290.9295654296875,293.38128662109375,297.0116271972656,297.4156188964844,299.6224060058594,295.3124694824219,296.5253601074219,296.8910217285156,298.8917236328125,296.3643798828125,293.5853576660156,292.53558349609375
291.5233154296875,294.45355224609375,298.1229553222656,299.3101501464844,300.0384216308594,296.0136413574219,299.7480163574219,296.0765686035156,300.1495361328125,297.1046142578125,295.2298889160156,294.0277404785156
288.7889404296875,292.52972412109375,295.1385803222656,296.3804626464844,294.3724060058594,291.9687194824219,291.3945007324219,286.76214599609375,297.7784423828125,294.4425048828125,291.76312255859375,291.58441162109375
272.1365966796875,272.5649719238281,280.1210021972656,274.11285400390625,278.6106872558594,290.0429382324219,284.8202819824219,284.64495849609375,284.4698486328125,281.5694580078125,270.1654968261719,275.37152099609375
261.2362060546875,270.5141906738281,268.2811584472656,283.91168212890625,290.4290466308594,293.2402038574219,294.8163757324219,295.4593811035156,294.6007080078125,272.3858642578125,275.93695068359375,270.2445983886719
258.5115966796875,267.2524719238281,262.1932678222656,275.30816650390625,281.4798278808594,285.6015319824219,282.9648132324219,286.53167724609375,278.0968017578125,269.3194580078125,267.3451843261719,268.8168640136719
261.7088623046875,272.7759094238281,263.6854553222656,265.1870422363281,278.2161560058594,269.6777038574219,267.8456726074219,286.82855224609375,280.8546142578125,271.7081298828125,266.9623718261719,273.14691162109375
296.3787841796875,297.06683349609375,296.4862365722656,296.7085876464844,295.8489685058594,294.5351257324219,294.2499694824219,294.3675842285156,295.0538330078125,296.4249267578125,296.0150451660156,296.7992248535156
281.9803466796875,288.07659912109375,279.8651428222656,282.10308837890625,291.7376403808594,294.0761413574219,295.9237976074219,297.6273498535156,294.2432861328125,295.1885986328125,285.69281005859375,286.69964599609375
280.3905029296875,285.78363037109375,277.6561584472656,280.76324462890625,288.3684997558594,292.1464538574219,294.8632507324219,296.2367248535156,294.8409423828125,293.4112548828125,283.37249755859375,284.27386474609375
270.9041748046875,272.9126281738281,274.0038146972656,273.93121337890625,276.0950622558594,281.9843444824219,283.2655944824219,283.75823974609375,280.5421142578125,284.2725830078125,277.59710693359375,281.34417724609375
273.8494873046875,284.47113037109375,274.9979553222656,280.46051025390625,286.9114685058594,289.7714538574219,293.6640319824219,294.1683654785156,293.2823486328125,292.5557861328125,283.39202880859375,285.33831787109375
275.6385498046875,285.75042724609375,276.6678771972656,280.62066650390625,289.0364685058594,292.2987976074219,293.6308288574219,296.5472717285156,294.9093017578125,293.7862548828125,283.11859130859375,284.52581787109375
281.9061279296875,286.70941162109375,277.6835021972656,282.40386962890625,290.6751403808594,295.2187194824219,294.5702819824219,297.7543029785156,293.8702392578125,294.3175048828125,286.34320068359375,286.56683349609375
283.1307373046875,287.08441162109375,286.1561584472656,288.63824462890625,286.8235778808594,281.0702819824219,288.0214538574219,286.95159912109375,270.7432861328125,288.9620361328125,283.22601318359375,287.04534912109375
278.9432373046875,270.7290344238281,287.7460021972656,290.31207275390625,290.2122497558594,296.6991882324219,296.7753601074219,292.7113342285156,293.1690673828125,283.9542236328125,289.50531005859375,286.43988037109375
272.3651123046875,268.0473937988281,282.5350646972656,286.56207275390625,287.9309997558594,288.4843444824219,286.7597351074219,286.04730224609375,288.1846923828125,280.9385986328125,282.93695068359375,276.90863037109375
265.8358154296875,264.2895812988281,273.8358459472656,284.20660400390625,283.4700622558594,284.0800476074219,294.8984069824219,280.71136474609375,287.8389892578125,275.9385986328125,279.24554443359375,273.50042724609375
274.7166748046875,272.2895812988281,283.5272521972656,288.16754150390625,288.1380310058594,292.0761413574219,292.7577819824219,290.27191162109375,290.9600830078125,282.0284423828125,282.88616943359375,277.57659912109375
279.3651123046875,282.85394287109375,284.4217834472656,285.94683837890625,285.5970153808594,285.2851257324219,285.7519226074219,285.12933349609375,284.8350830078125,284.1632080078125,275.78460693359375,280.93402099609375
270.1893310546875,273.3130187988281,266.9647521972656,275.86480712890625,275.5247497558594,288.1894226074219,287.0409851074219,290.35980224609375,287.2823486328125,272.6866455078125,267.6361999511719,259.8656921386719
273.7069091796875,265.0903625488281,279.2499084472656,280.98004150390625,277.4036560058594,288.1015319824219,284.6034851074219,286.26800537109375,286.1612548828125,282.7862548828125,271.8041687011719,275.66839599609375
273.5858154296875,268.7524719238281,282.1600646972656,279.60113525390625,282.4895935058594,287.3886413574219,286.7812194824219,282.77972412109375,282.7979736328125,281.0909423828125,274.97210693359375,280.28167724609375
274.4315185546875,272.1509094238281,282.4979553222656,286.73394775390625,286.2259216308594,291.8417663574219,293.6034851074219,287.75238037109375,289.0167236328125,286.3839111328125,278.27679443359375,279.91644287109375
274.2381591796875,267.2153625488281,281.3221740722656,281.82769775390625,283.5931091308594,288.7909851074219,283.5507507324219,284.39886474609375,286.5440673828125,281.6632080078125,276.13812255859375,278.72503662109375
275.2967529296875,268.1626281738281,283.6073303222656,287.23980712890625,284.6731872558594,288.8163757324219,286.1347351074219,284.02581787109375,289.1964111328125,283.5675048828125,281.29241943359375,281.06878662109375
295.7596435546875,297.45550537109375,296.1542053222656,297.4800720214844,297.2044372558594,295.2987976074219,295.4042663574219,296.0746154785156,297.0167236328125,296.8526611328125,297.2396545410156,297.3558654785156
274.2811279296875,272.5356750488281,282.2518615722656,278.42340087890625,281.4153747558594,284.3241882324219,288.0234069824219,282.49066162109375,283.1632080078125,279.2354736328125,270.8236999511719,281.51019287109375
277.9705810546875,278.6645812988281,279.9569396972656,275.86090087890625,280.3606872558594,283.6484069824219,286.5038757324219,283.08441162109375,283.3975830078125,276.9053955078125,270.1401062011719,281.05316162109375
274.8748779296875,274.7622375488281,282.0819396972656,279.01129150390625,281.9173278808594,282.2362976074219,288.3456726074219,281.41448974609375,282.3272705078125,279.8585205078125,269.9018249511719,282.00433349609375
277.5252685546875,278.5903625488281,280.3104553222656,280.01519775390625,281.6204528808594,283.9159851074219,286.4980163574219,283.71331787109375,284.4190673828125,279.8780517578125,270.9799499511719,281.28753662109375
278.0115966796875,278.0063781738281,280.1444396972656,272.8159484863281,280.0970153808594,284.8437194824219,285.0859069824219,282.71917724609375,282.7022705078125,273.6905517578125,269.8998718261719,280.47308349609375
269.9490966796875,270.7388000488281,269.1795959472656,283.05621337890625,285.4661560058594,287.5390319824219,287.8964538574219,287.02581787109375,281.7940673828125,280.5479736328125,268.1205749511719,269.9125671386719
275.9354248046875,295.07855224609375,297.4217834472656,296.1382751464844,297.3704528808594,296.6464538574219,298.0663757324219,295.6996154785156,297.1983642578125,297.2940673828125,297.1302795410156,283.65472412109375
297.8045654296875,298.31097412109375,297.9432678222656,297.0523376464844,297.4114685058594,296.1093444824219,296.4648132324219,296.7445373535156,297.3409423828125,297.9718017578125,297.4916076660156,297.3519592285156
