index,geonameid,name_x,asciiname,latitude,longitude,iso alpha 2,City,Geonames ID,Country,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),source,ISO_alpha3,Population_2023,population_density,Subnational HDI,Educational index,Income index,GDP_2022,Urbanization_Rate_2022,Paris_Agreement,iso3,name_y,continent,region,Region Grouped,hdd_total_year,hdd_average_year,hdd_variance_year,cdd_total_year,cdd_average_year,cdd_variance_year,2m_temperature_2023_avg,2m_dewpoint_temperature_2023_avg,total_precipitation_2023,longitude_sin,longitude_cos,latitude_sin,latitude_cos,pca_result,K_mean_label,C_mean_label,GMM_label,K_mean_0.0,K_mean_1.0,K_mean_2.0,K_mean_3.0,K_mean_4.0,K_mean_5.0,K_mean_6.0,K_mean_7.0,K_mean_8.0,K_mean_9.0,K_mean_10.0,K_mean_11.0,K_mean_12.0,K_mean_13.0,K_mean_14.0,K_mean_15.0,K_mean_16.0,K_mean_17.0,K_mean_18.0,K_mean_19.0,C_mean_0.0,C_mean_1.0,C_mean_2.0,C_mean_6.0,C_mean_7.0,C_mean_8.0,C_mean_14.0,C_mean_17.0,GMM_0.0,GMM_1.0,GMM_2.0,GMM_3.0,GMM_4.0,GMM_5.0,GMM_6.0,GMM_7.0,GMM_8.0,GMM_9.0,GMM_10.0,GMM_11.0,GMM_12.0,GMM_13.0,GMM_14.0,GMM_15.0,GMM_16.0,GMM_17.0,GMM_18.0,GMM_19.0
94,3624955,Alajuela,Alajuela,10.01625,-84.21163,CR,Alajuela,3624955,Costa Rica,73.63793103,81.88990512,World Bank CURB,CRI,5212173.0,11262.81291732207,0.806,0.74,0.802,0.806,82.042,1,CRI,Costa Rica,Americas,Central America,Central and South America,0.0,0.0,0.0,2062.8971506754556,171.9080958896213,4343.827180608643,293.99,290.22,2.61,-0.9949012009216007,0.10085435243338099,0.1739274779183016,0.984758464002711,0.016692797,11.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,3374333,Praia,Praia,14.93152,-23.51254,CV,Praia,3374333,Cape Verde,66.01185345,104.3771167,World Bank CURB,CPV,598682.0,1373.8444644360616,0.661,0.523,0.654,0.661,67.545,1,CPV,Cape Verde,Africa,Western Africa,Africa,0.0,0.0,0.0,2371.257339477538,197.60477828979484,1593.5079540423235,297.6,293.02,0.23,-0.3989497710737063,0.9169727804903683,0.25766438454585666,0.9662344772034399,0.9594847,4.0,1.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,11919554,Larnaca Municipality,Larnaca Municipality,34.9155,33.61977,CY,Larnaca,11919554,Cyprus,122.1963243,186.391938,World Bank CURB,CYP,1260138.0,4379.619231330604,0.907,0.866,0.906,0.907,66.911,1,CYP,Cyprus,Asia,Western Asia,Asia & Oceania,271.3966369628907,22.616386413574222,1278.1539244734156,598.8992563883462,49.90827136569552,3095.1230809331596,294.25,285.38,0.278,0.5536789170951258,0.8327302424941517,0.5723677249410587,0.8199970655104788,0.19161116,14.0,1.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97,3067696,Prague,Prague,50.08804,14.42076,CZ,Prague,3067696,Czech Republic,388.7563055,325.2753958,World Bank CURB,CZE,10873689.0,10185.537294374237,0.895,0.885,0.905,0.895,74.377,1,CZE,Czech Republic,Europe,Eastern Europe,Europe,5220.183008829757,435.015250735813,2649.018207704317,0.0,0.0,0.0,284.11,278.84,0.763,0.24904081791116803,0.9684929896566812,0.7670312380220858,0.641609756704421,-0.7621299,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,2825297,Stuttgart,Stuttgart,48.78232,9.17702,DE,Stuttgart,2825297,Germany,242.9173987,245.9950515,World Bank CURB,DEU,84482267.0,8896.912015829648,0.95,0.957,0.954,0.95,77.648,1,DEU,Germany,Europe,Western Europe,Europe,4861.558822631838,405.1299018859865,2703.4195497009573,0.0,0.0,0.0,284.54,279.55,0.895,0.15948525752476533,0.9872003102877649,0.7522116184962664,0.6589216045928585,-0.5768596,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99,2867714,Munich,Munich,48.13743,11.57549,DE,Munich,2867714,Germany,264.3964542,260.9588141,World Bank CURB,DEU,84482267.0,24571.478643101353,0.95,0.957,0.954,0.95,77.648,1,DEU,Germany,Europe,Western Europe,Europe,4562.230209350583,380.1858507792153,3886.650680537404,0.0,0.0,0.0,284.2,279.36,1.06,0.20065885986466864,0.9796611771208509,0.7447476668490739,0.6673461715802833,-1.0306816,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,2907911,Heidelberg,Heidelberg,49.40768,8.69079,DE,Heidelberg,2907911,Germany,240.9941997,240.2503892,World Bank CURB,DEU,84482267.0,6083.873144074136,0.95,0.957,0.954,0.95,77.648,1,DEU,Germany,Europe,Western Europe,Europe,5033.602767944336,419.46689732869464,2783.383940313111,0.0,0.0,0.0,284.93,280.04,1.076,0.15110192301772946,0.9885181884317275,0.7593585311270185,0.6506724377170259,-0.6667505,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,2911298,Hamburg,Hamburg,53.55073,9.99302,DE,Hamburg,2911298,Germany,257.2310731,248.2774047,World Bank CURB,DEU,84482267.0,12350.872909767226,0.95,0.957,0.954,0.95,77.648,1,DEU,Germany,Europe,Western Europe,Europe,6240.370101928711,520.0308418273926,1586.4874073494416,0.0,0.0,0.0,283.95,280.08,1.051,0.1735282031768948,0.984828900216783,0.8043832048439501,0.5941108143814382,-0.68565226,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,2925533,Frankfurt am Main,Frankfurt am Main,50.11552,8.68417,DE,Frankfurt am Main,2925533,Germany,240.9941997,240.2503892,World Bank CURB,DEU,84482267.0,16318.979699576274,0.95,0.957,0.954,0.95,77.648,1,DEU,Germany,Europe,Western Europe,Europe,5247.893295288087,437.32444127400726,2294.384061646749,0.0,0.0,0.0,285.25,280.06,0.89,0.15098770783057436,0.9885356402700254,0.7673388764014861,0.6412418021019097,-0.39688182,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
103,2934246,Düsseldorf,Duesseldorf,51.22172,6.77616,DE,Dusseldorf,2934246,Germany,232.8333666,231.8244585,World Bank CURB,DEU,84482267.0,8487.150109827791,0.95,0.957,0.954,0.95,77.648,1,DEU,Germany,Europe,Western Europe,Europe,5428.913314819333,452.4094429016111,2339.497587696273,0.0,0.0,0.0,285.12,280.95,1.331,0.11799079853229462,0.9930146884420751,0.7795754453556952,0.6263083306155759,-0.78262854,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104,2950159,Berlin,Berlin,52.52437,13.41053,DE,Berlin,2950159,Germany,252.447321,245.2416847,World Bank CURB,DEU,84482267.0,12333.318698976656,0.95,0.957,0.954,0.95,77.648,1,DEU,Germany,Europe,Western Europe,Europe,6110.17161560059,509.1809679667158,2233.894877516723,0.0,0.0,0.0,284.22,279.44,0.794,0.2319266794141884,0.9727332704168745,0.7936121971209882,0.6084239316305677,-1.0723712,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,220782,Tadjoura,Tadjoura,11.78778,42.88222,DJ,Tadjourah,220782,Djibouti,67.19396552,110.1744934,World Bank CURB,DJI,1136455.0,13848.99709262848,0.515,0.353,0.587,0.515,78.38,1,DJI,Djibouti,Africa,Eastern Africa,Africa,0.0,0.0,0.0,3115.951105753579,259.6625921461316,1787.217130822644,301.48,295.31,0.421,0.6804935138103455,0.7327541045003086,0.20428727510486783,0.9789109812593932,0.6738322,7.0,1.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,223817,Djibouti,Djibouti,11.58901,43.14503,DJ,Djibouti,223817,Djibouti,67.97737069,111.1335397,World Bank CURB,DJI,1136455.0,19133.597468720134,0.515,0.353,0.587,0.515,78.38,1,DJI,Djibouti,Africa,Eastern Africa,Africa,0.0,0.0,0.0,2808.3578440348283,234.0298203362357,1509.5058480495543,303.22,295.99,0.329,0.6838474130249623,0.72962505144702,0.20089002346910698,0.9796138006738072,-0.393846,14.0,17.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,225284,Ali Sabih,Ali Sabih,11.15583,42.7125,DJ,Ali Sabieh,225284,Djibouti,65.28987069,104.9860334,World Bank CURB,DJI,1136455.0,10872.522874395849,0.515,0.353,0.587,0.515,78.38,1,DJI,Djibouti,Africa,Eastern Africa,Africa,0.0,0.0,0.0,3274.65960184733,272.88830015394416,1837.0737913398173,300.52,291.29,0.38,0.6783199872203741,0.7347666261727948,0.1934780635449891,0.9811046014196861,0.63650066,14.0,1.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,2618425,Copenhagen,Copenhagen,55.67594,12.56553,DK,Copenhagen,2618425,Denmark,235.145734,251.3274682,World Bank CURB,DNK,5946952.0,9893.645069020164,0.952,0.932,0.971,0.952,88.367,1,DNK,Denmark,Europe,Northern Europe,Europe,6727.820378621418,560.6516982184515,2205.391958160888,0.0,0.0,0.0,282.67,279.01,0.935,0.2175560757984525,0.976047823563568,0.8258615823039557,0.5638728995743691,-1.0315967,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,3575635,Roseau,Roseau,15.30174,-61.38808,DM,Roseau,3575635,Dominica,65.81357759,106.7280456,World Bank CURB,DMA,73040.0,3922.584057347141,0.74,0.683,0.729,0.74,71.7,1,DMA,Dominica,Americas,Caribbean,Central and South America,0.0,0.0,0.0,2795.544611612956,232.9620509677463,3415.929376986752,299.68,295.81,0.911,-0.8778833678199119,0.4788745060087968,0.26390234222652,0.9645494045238724,1.8283474,15.0,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,3492908,Santo Domingo,Santo Domingo,18.47186,-69.89232,DO,Santo Domingo,3492908,Dominican Republic,64.77262931,105.5975535,World Bank CURB,DOM,11332972.0,12415.48338791577,0.766,0.682,0.79,0.766,83.848,1,DOM,Dominican Republic,Americas,Caribbean,Central and South America,321.5908241271972,26.799235343933105,279.2429618648143,637.9931831359861,53.166098594665506,299.92001158092955,299.48,296.15,1.078,-0.9390481790708639,0.34378556889970624,0.3168388625983753,0.9484793804545083,0.5016245,11.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,2508807,Adrar,Adrar,26.73333,-0.91667,DZ,Adrar,2508807,Algeria,86.42887931,114.4382811,World Bank CURB,DZA,45606480.0,0.0,0.745,0.663,0.71,0.745,74.772,1,DZA,Algeria,Africa,Northern Africa,Africa,95.1384162902832,7.928201357523601,405.0314430451686,729.6666704813642,60.80555587344702,2586.136718460012,299.7,272.81,0.002,-0.015998227135879603,0.9998720201748366,0.44983861299409506,0.8931098601289479,1.5419191,19.0,1.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,3652462,Quito,Quito,-0.22985,-78.52495,EC,Quito,3652462,Ecuador,110.4385776,109.5007377,World Bank CURB,ECU,18190484.0,11356.220551116914,0.765,0.712,0.706,0.765,64.57,0,ECU,Ecuador,Americas,South America,Central and South America,856.6821492513022,71.39017910427519,233.00672515433345,120.51997375488293,10.043331146240243,154.90605958086155,286.94,283.11,3.097,-0.9800114283995427,0.1989411978607949,-0.004011628525665463,0.9999919533859121,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,358619,Port Said,Port Said,31.26531,32.3019,EG,Port Said,358619,Egypt,75.17456897,105.2975391,World Bank CURB,EGY,112716598.0,21303.15675719522,0.728,0.687,0.728,0.728,42.967,1,EGY,Egypt,Africa,Northern Africa,Africa,20.39050038655598,1.6992083655463317,16.543615845370926,1267.040092468261,105.58667437235508,3976.152538351695,295.28,289.47,0.073,0.5343803790398751,0.8452441129621664,0.5190016805600246,0.8547732187989223,0.36082923,18.0,1.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,359796,Suez,Suez,29.97371,32.52627,EG,Suez,359796,Egypt,85.19719828,107.3335466,World Bank CURB,EGY,112716598.0,17098.814344894585,0.728,0.687,0.728,0.728,42.967,1,EGY,Egypt,Africa,Northern Africa,Africa,2.9234364827473955,0.2436197068956163,0.3241378328813316,1572.9765930175763,131.0813827514647,4308.694344981364,296.55,287.04,0.041,0.5376862451440868,0.8431450063795983,0.49960257416807424,0.8662547361397996,0.0330267,14.0,7.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,360502,Luxor,Luxor,25.69893,32.6421,EG,Luxor,360502,Egypt,81.14547414,112.9220768,World Bank CURB,EGY,112716598.0,85177.21245146521,0.728,0.687,0.728,0.728,42.967,1,EGY,Egypt,Africa,Northern Africa,Africa,53.91490300496419,4.492908583747016,102.6268724060608,1953.1412366231289,162.76176971859405,8443.040801804185,299.16,280.58,0.002,0.5393896597259326,0.8420562896747121,0.4336422568778299,0.9010851197583402,-0.13738683,14.0,17.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,360630,Cairo,Cairo,30.06263,31.24967,EG,Cairo,360630,Egypt,79.78232759,106.7125841,World Bank CURB,EGY,112716598.0,51028.32222258568,0.728,0.687,0.728,0.728,42.967,1,EGY,Egypt,Africa,Northern Africa,Africa,16.74195988972981,1.3951633241441508,23.35776841244348,1425.40742111206,118.78395175933832,4864.519855144148,296.6,285.25,0.02,0.5187683342130209,0.8549148585782373,0.5009463532129481,0.8654783366454923,-0.061026175,14.0,17.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117,361055,Ismailia,Ismailia,30.60427,32.27225,EG,Ismailia,361055,Egypt,78.87715517,106.5884818,World Bank CURB,EGY,112716598.0,32828.17892557145,0.728,0.687,0.728,0.728,42.967,1,EGY,Egypt,Africa,Northern Africa,Africa,5.930440266927089,0.4942033555772574,1.5494407263724794,1466.1263376871746,122.17719480726454,4025.752719482596,296.3,286.91,0.026,0.5339429020267632,0.8455205363415121,0.5091055616174579,0.8607040880175792,-0.27780515,3.0,17.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,361058,Alexandria,Alexandria,31.20176,29.91582,EG,Alexandria,361058,Egypt,79.17887931,106.2916305,World Bank CURB,EGY,112716598.0,50799.834755473144,0.728,0.687,0.728,0.728,42.967,1,EGY,Egypt,Africa,Northern Africa,Africa,256.2293688456217,21.352447403801808,987.5634807083,855.9784889221189,71.3315407435099,4228.839683565572,294.83,289.37,0.198,0.4987270805533436,0.8667590779003925,0.5180532840325782,0.8553483471095626,-0.7138442,14.0,17.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,343300,Asmara,Asmara,15.33805,38.93184,ER,Asmara,343300,Eritrea,66.0549569,104.4292064,World Bank CURB,ERI,3748901.0,11065.920414954871,0.493,0.373,0.449,0.493,42.625,1,ERI,Eritrea,Africa,Eastern Africa,Africa,24.8028933207194,2.0669077767266164,9.763200436617472,2393.8048617045083,199.4837384753757,4089.570878135534,292.83,285.17,0.788,0.6283954403698045,0.7778940612464138,0.26451355217152206,0.9643819682665181,-0.5941533,1.0,17.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2510911,Sevilla,Sevilla,37.38283,-5.97317,ES,Sevilla,2510911,Spain,105.5972515,190.5307759,World Bank CURB,ESP,48373336.0,18226.32535469055,0.911,0.848,0.905,0.911,81.304,1,ESP,Spain,Europe,Southern Europe,Europe,1079.0147679646811,89.91789733039009,4524.083984090622,101.93909962971992,8.494924969143328,425.4930289519602,292.69,283.7,0.266,-0.10406274522806677,0.9945707340634946,0.6071377478160307,0.7945965990217162,-0.61554706,2.0,17.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,3109718,Santander,Santander,43.46472,-3.80444,ES,Santander,3109718,Spain,98.78074315,181.3914231,World Bank CURB,ESP,48373336.0,10270.17914797125,0.911,0.848,0.905,0.911,81.304,1,ESP,Spain,Europe,Southern Europe,Europe,2999.5355478922525,249.9612956576877,5839.125616546319,0.0,0.0,0.0,288.78,285.06,1.32,-0.06635122244974087,0.997796329558004,0.6879077943910807,0.7257980892892999,-0.57444406,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,3117735,Madrid,Madrid,40.4165,-3.70256,ES,Madrid,3117735,Spain,109.6533183,205.1519107,World Bank CURB,ESP,48373336.0,29271.58653698921,0.911,0.848,0.905,0.911,81.304,1,ESP,Spain,Europe,Southern Europe,Europe,2031.4540863037096,169.28784052530912,5165.521010279679,0.0,0.0,0.0,288.78,278.53,0.447,-0.06457689548631046,0.9979127339448827,0.6483391814740986,0.7613516308286834,-0.3620432,2.0,17.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,3128760,Barcelona,Barcelona,41.38879,2.15899,ES,Barcelona,3128760,Spain,105.5494245,188.1094664,World Bank CURB,ESP,48373336.0,33443.72140291002,0.911,0.848,0.905,0.911,81.304,1,ESP,Spain,Europe,Southern Europe,Europe,2371.27594502767,197.6063287523058,4937.5765536700965,0.0,0.0,0.0,290.06,284.72,0.44,0.03767256736368665,0.9992901368812906,0.661165092379462,0.7502404418710428,-0.53998184,2.0,17.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,344979,Addis Ababa,Addis Ababa,9.02497,38.74689,ET,Addis Ababa,344979,Ethiopia,85.65732759,105.1784284,World Bank CURB,ETH,126527060.0,48703.076491842265,0.492,0.356,0.478,0.492,22.661,1,ETH,Ethiopia,Africa,Eastern Africa,Africa,0.0,0.0,0.0,3116.4632314046244,259.7052692837187,2080.83937099344,289.2,282.92,2.377,0.6258811393352365,0.7799184569071476,0.15686489335663412,0.9876200712987823,-0.8318763,13.0,17.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125,658225,Helsinki,Helsinki,60.16952,24.93545,FI,Helsinki,658225,Finland,245.8362595,308.137488,World Bank CURB,FIN,5584264.0,16211.908565052385,0.942,0.931,0.937,0.942,85.681,1,FIN,Finland,Europe,Northern Europe,Europe,7608.517562866211,634.043130238851,17816.745561149473,0.0,0.0,0.0,279.66,275.94,0.893,0.4215969383074721,0.9067833377437885,0.867500952196273,0.49743552138800823,-0.8980303,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,2973783,Strasbourg,Strasbourg,48.58392,7.74553,FR,Strasbourg,2973783,France,257.0909077,286.2490411,World Bank CURB,FRA,68170228.0,12109.538909418305,0.91,0.834,0.931,0.91,81.509,1,FRA,France,Europe,Western Europe,Europe,4783.367579142254,398.6139649285212,3268.681270550482,0.0,0.0,0.0,285.91,280.65,0.972,0.13477362625398687,0.9908764149309189,0.7499254436156128,0.661522357156526,-1.0531745,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,2988506,Paris,Paris,48.85339,2.34864,FR,Paris,2988506,France,262.9949907,265.2923142,World Bank CURB,FRA,68170228.0,26694.99500226643,0.91,0.834,0.931,0.91,81.509,1,FRA,France,Europe,Western Europe,Europe,4636.516179402671,386.3763482835559,3431.680016038599,0.0,0.0,0.0,286.07,281.69,0.864,0.040980022217111625,0.9991599660610332,0.7530283695901739,0.6579880504935971,-0.68845737,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,2990440,Nice,Nice,43.70313,7.26608,FR,Nice,2990440,France,169.9837685,205.4812164,World Bank CURB,FRA,68170228.0,9454.889602895308,0.91,0.834,0.931,0.91,81.509,1,FRA,France,Europe,Western Europe,Europe,3120.624252319335,260.05202102661127,5209.678596670013,0.0,0.0,0.0,288.49,283.37,0.729,0.12647736930351133,0.9919694930057392,0.6909219048775963,0.7229294027498908,-0.7379865,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,2996944,Lyon,Lyon,45.74846,4.84671,FR,Lyon,2996944,France,249.1599767,263.8691968,World Bank CURB,FRA,68170228.0,13166.615155661686,0.91,0.834,0.931,0.91,81.509,1,FRA,France,Europe,Western Europe,Europe,3680.39020284017,306.69918357001416,5067.476493369319,0.0,0.0,0.0,286.74,281.04,0.999,0.08449019955590678,0.996424310311126,0.7162831879047569,0.697809712403746,-0.96276647,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,3031580,Arrondissement de Bordeaux,Arrondissement de Bordeaux,44.806,-0.59763,FR,Bordeaux,3031580,France,206.6462543,233.8503852,World Bank CURB,FRA,68170228.0,4399.059729797849,0.91,0.834,0.931,0.91,81.509,1,FRA,France,Europe,Western Europe,Europe,3381.0868174235006,281.7572347852917,5421.355294833783,0.0,0.0,0.0,288.27,283.38,1.043,-0.010430422072057676,0.9999456016681101,0.7047085121736396,0.7094969435240825,-0.89878213,17.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,2399697,Libreville,Libreville,0.39241,9.45356,GA,Libreville,2399697,Gabon,72.99568966,109.1485335,World Bank CURB,GAB,2436566.0,7974.343438098431,0.693,0.664,0.713,0.693,90.735,1,GAB,Gabon,Africa,Middle Africa,Africa,0.0,0.0,0.0,2983.61077372233,248.6342311435275,476.0660761575242,299.51,296.85,2.753,0.1642481367725113,0.9864190537326205,0.006848792975079936,0.9999765467423646,-0.5651524,13.0,17.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132,2643743,London,London,51.50853,-0.12574,GB,London,2643743,United Kingdom,219.5867671,432.4662755,World Bank CURB,GBR,68350000.0,4673.263051532649,0.94,0.937,0.928,0.94,84.398,1,GBR,U.K. of Great Britain and Northern Ireland,Europe,Northern Europe,Europe,5557.055730183915,463.08797751532626,2551.4918649932865,0.0,0.0,0.0,284.77,281.32,0.801,-0.0021945752398827606,0.9999975919168588,0.7827008260324516,0.6223981177093307,-0.7912502,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
