index,geonameid,name_x,asciiname,latitude,longitude,iso alpha 2,City,Geonames ID,Country,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),source,ISO_alpha3,Population_2023,population_density,Subnational HDI,Educational index,Income index,GDP_2022,Urbanization_Rate_2022,Paris_Agreement,iso3,name_y,continent,region,Region Grouped,hdd_total_year,hdd_average_year,hdd_variance_year,cdd_total_year,cdd_average_year,cdd_variance_year,2m_temperature_2023_avg,2m_dewpoint_temperature_2023_avg,total_precipitation_2023,longitude_sin,longitude_cos,latitude_sin,latitude_cos,pca_result,K_mean_label,C_mean_label,GMM_label,K_mean_0.0,K_mean_1.0,K_mean_2.0,K_mean_3.0,K_mean_4.0,K_mean_5.0,K_mean_6.0,K_mean_7.0,K_mean_8.0,K_mean_9.0,K_mean_10.0,K_mean_11.0,K_mean_12.0,K_mean_13.0,K_mean_14.0,K_mean_15.0,K_mean_16.0,K_mean_17.0,K_mean_18.0,K_mean_19.0,C_mean_0.0,C_mean_1.0,C_mean_2.0,C_mean_6.0,C_mean_7.0,C_mean_8.0,C_mean_14.0,C_mean_17.0,GMM_0.0,GMM_1.0,GMM_2.0,GMM_3.0,GMM_4.0,GMM_5.0,GMM_6.0,GMM_7.0,GMM_8.0,GMM_9.0,GMM_10.0,GMM_11.0,GMM_12.0,GMM_13.0,GMM_14.0,GMM_15.0,GMM_16.0,GMM_17.0,GMM_18.0,GMM_19.0
226,1275339,Mumbai,Mumbai,19.07283,72.88261,IN,Mumbai,1275339,India,51.2737069,114.1504491,World Bank CURB,IND,1428627663.0,38064.44830653764,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,2410.648127237957,200.8873439364964,1897.0253954731904,300.54,295.18,2.086,0.95570372578612,0.29433040705732183,0.32676976180101275,0.9451039745829606,-0.7091646,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,1275389,Buddh Gaya,Buddh Gaya,24.69808,84.9869,IN,Bodhgaya,1275389,India,42.10344828,115.1579903,World Bank CURB,IND,1428627663.0,12951.744214238824,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,1455.647313435873,121.30394278632276,3197.2625568541944,299.57,292.07,1.116,0.9961747449274675,0.08738350856251433,0.41783662916522235,0.9085221798766635,0.8737511,5.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1275817,Bhubaneswar,Bhubaneswar,20.27241,85.83385,IN,Bhubaneswar,1275817,India,47.52693966,117.1929087,World Bank CURB,IND,1428627663.0,10998.040174927712,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,1999.5247548421207,166.62706290351005,2089.1787626017376,300.83,296.13,1.462,0.9973575718557771,0.0726489770192828,0.3464839837619825,0.9380558879919823,1.7946798,15.0,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
229,1275841,Bhopāl,Bhopal,23.25469,77.40289,IN,Bhopal,1275841,India,40.40086207,115.889396,World Bank CURB,IND,1428627663.0,19589.344828171117,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,1872.9792633056657,156.08160527547213,3399.63726059163,298.12,290.01,1.152,0.975927763845733,0.21809401586257968,0.39481906358164653,0.9187588949406214,-0.4145687,9.0,17.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,1276533,Belagavi,Belagavi,15.85212,74.50447,IN,Belgam,1276533,India,63.49137931,125.9328738,World Bank CURB,IND,1428627663.0,14010.843132963551,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,2704.093602498371,225.34113354153092,1494.0646400419448,297.57,290.71,1.157,0.9636512992033085,0.267163196461967,0.27315543087939037,0.9619699114738957,-0.16256881,5.0,17.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1277333,Bengaluru,Bengaluru,12.97194,77.59369,IN,Bangalore,1277333,India,36.48275862,109.1095403,World Bank CURB,IND,1428627663.0,50095.73098638106,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,2907.2157541910783,242.2679795159232,902.073425104746,297.43,290.47,0.777,0.9766486235505389,0.21484288705199814,0.22447383998696493,0.9744801153238102,-0.6605474,13.0,17.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
232,1278314,Āsansol,Asansol,23.68333,86.98333,IN,Asansol,1278314,India,40.81034483,114.9237772,World Bank CURB,IND,1428627663.0,63497.05793228987,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,1471.038833618164,122.58656946818034,2864.948140682287,299.49,293.1,1.219,0.9986142655305511,0.05262650167812747,0.4016813509247104,0.9157794998356862,1.4292222,6.0,1.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1278718,Amrāvati,Amravati,20.93333,77.75,IN,Amaravati,1278718,India,40.92780172,117.1611514,World Bank CURB,IND,1428627663.0,16520.103574622273,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,2163.276301066081,180.2730250888401,2638.195708016238,299.92,291.17,1.083,0.9772311064626789,0.21217767215644634,0.3572813827119136,0.9339967952661632,-0.12280631,5.0,2.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1278994,Prayagraj,Prayagraj,25.44478,81.84322,IN,Allahabad,1278994,India,53.04633621,117.4618104,World Bank CURB,IND,1428627663.0,23610.409239754823,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,1437.9121246337886,119.82601038614904,3819.917954446627,299.27,292.34,0.913,0.989883538767851,0.14188227400361356,0.42964101164870516,0.902999779130359,-0.13000421,5.0,17.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1279186,Aizawl,Aizawl,23.72894,92.71791,IN,Aizawal,1279186,India,41.68534483,113.1073302,World Bank CURB,IND,1428627663.0,36290.65212760352,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,1.764019012451172,0.147001584370931,0.2593135896907672,1356.6991742451985,113.05826452043318,2693.175642161735,296.04,291.73,1.633,0.9988751012273618,-0.047418689859881645,0.4024102249689944,0.9154594534114568,0.21827346,5.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1279233,Ahmedabad,Ahmedabad,23.02579,72.58727,IN,Ahmedabad,1279233,India,46.55208333,119.4289575,World Bank CURB,IND,1428627663.0,51357.74788931816,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,2101.1047515869145,175.0920626322429,3380.2425221119793,300.64,291.9,0.809,0.9541738639572386,0.2992527983844313,0.39114542691838844,0.9203288841500258,-0.6060468,13.0,17.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
237,1279259,Agra,Agra,27.18333,78.01667,IN,Agra,1279259,India,47.26724138,117.5600323,World Bank CURB,IND,1428627663.0,30365.41630016908,0.644,0.569,0.641,0.644,35.872,1,IND,India,Asia,Southern Asia,Asia & Oceania,2.3656247456868487,0.197135395473904,0.2119831883604456,1359.6949043273933,113.30790869394944,4938.740156315153,298.02,291.49,0.821,0.9782080504880678,0.20762709351222408,0.45683913523598935,0.889549326635029,0.41013193,5.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,111822,Yazd,Yazd,31.89722,54.3675,IR,Yazd,111822,Iran,120.03125,118.968666,World Bank CURB,IRN,89172767.0,5560.804850907325,0.78,0.75,0.755,0.78,76.807,1,IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia & Oceania,152.12138239542637,12.67678186628553,537.9190238838695,610.6323026021328,50.886025216844395,2784.2685732532195,293.12,271.94,0.115,0.8127704314756554,0.5825840932593996,0.5283971418639863,0.848997326538765,-0.09470471,3.0,6.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,112931,Tehran,Tehran,35.69439,51.42151,IR,Tehran,112931,Iran,147.6605603,123.9179593,World Bank CURB,IRN,89172767.0,23558.07867195256,0.78,0.75,0.755,0.78,76.807,1,IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia & Oceania,538.441349029541,44.87011241912842,2711.4374707588313,191.73433303833,15.977861086527502,630.4499006964385,286.84,271.47,0.239,0.7817546344185572,0.6235861540838668,0.5834616950482062,0.8121406592527393,-0.76356006,3.0,17.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,113646,Tabriz,Tabriz,38.08,46.2919,IR,Tabriz,113646,Iran,185.2693966,128.6228708,World Bank CURB,IRN,89172767.0,11745.303711149429,0.78,0.75,0.755,0.78,76.807,1,IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia & Oceania,784.8243611653639,65.40203009711367,2947.622143303371,91.58235168457033,7.63186264038086,273.6421383827168,285.8,274.22,0.356,0.7228694674854802,0.6909846112448946,0.6167611454117026,0.7871503601666232,-0.66101944,3.0,17.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,115019,Shiraz,Shiraz,29.61031,52.53113,IR,Shiraz,115019,Iran,121.4644397,117.9304033,World Bank CURB,IRN,89172767.0,8048.383453733028,0.78,0.75,0.755,0.78,76.807,1,IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia & Oceania,19.782272338867188,1.6485226949055989,15.377843487363087,1112.4258422851567,92.70215352376306,4196.804514985884,290.78,274.59,0.356,0.7936839760429467,0.6083302936502992,0.4940983185003467,0.8694060338271928,-0.24944387,3.0,17.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,118743,Rasht,Rasht,37.27611,49.58862,IR,Rasht,118743,Iran,125.0732759,115.6371462,World Bank CURB,IRN,89172767.0,14823.04168167379,0.78,0.75,0.755,0.78,76.807,1,IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia & Oceania,702.1821734110518,58.51518111758765,3129.4594759245174,97.7699979146322,8.14749982621935,290.0623580539592,290.36,285.96,1.342,0.7614095639341102,0.6482711438508335,0.6056566676452557,0.7957260841123937,-0.696615,13.0,17.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,124665,Mashhad,Mashhad,36.29807,59.60567,IR,Mashhad,124665,Iran,164.8426724,124.6100979,World Bank CURB,IRN,89172767.0,18818.590011649663,0.78,0.75,0.755,0.78,76.807,1,IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia & Oceania,704.9545974731444,58.74621645609537,2896.517713864004,69.77451833089177,5.81454319424098,223.6201141314995,287.99,274.59,0.139,0.8625637421704367,0.5059484071453653,0.5919860308863789,0.8059482236691085,-0.67445225,3.0,17.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,132892,Gorgān,Gorgan,36.8427,54.44391,IR,Gorgan,132892,Iran,118.0463362,115.2540704,World Bank CURB,IRN,89172767.0,10189.06432827645,0.78,0.75,0.755,0.78,76.807,1,IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia & Oceania,600.4565251668298,50.038043763902486,1979.557869160325,59.28808339436856,4.94067361619738,84.80980622682756,286.48,280.88,1.09,0.8135466461769792,0.5814996599261163,0.5996201816405045,0.8002847229389103,-1.0007322,13.0,17.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
245,141681,Bandar Abbas,Bandar Abbas,27.1865,56.2808,IR,Bandar Abbas,141681,Iran,76.48599138,112.7389781,World Bank CURB,IRN,89172767.0,8694.91919719912,0.78,0.75,0.755,0.78,76.807,1,IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia & Oceania,0.0,0.0,0.0,1529.6734364827475,127.4727863735623,4328.494606592219,300.58,291.5,0.164,0.8317681452699358,0.5551231867920947,0.4568883505765655,0.8895240497633695,-0.58168447,3.0,17.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,418863,Isfahan,Isfahan,32.65246,51.67462,IR,Esfahan,418863,Iran,143.1163793,122.0880008,World Bank CURB,IRN,89172767.0,13415.041658304966,0.78,0.75,0.755,0.78,76.807,1,IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia & Oceania,223.3508389790851,18.612569914923757,923.7632369526898,571.1417071024576,47.59514225853814,2671.0677759311316,291.43,271.73,0.133,0.7845017533999001,0.6201265991009273,0.5395419082507011,0.8419587455696342,-0.08438877,3.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2523920,Palermo,Palermo,38.1166,13.3636,IT,Palermo,2523920,Italy,183.8182637,180.0406375,World Bank CURB,ITA,58761146.0,9527.162873248011,0.906,0.821,0.92,0.906,71.657,1,ITA,Italy,Europe,Southern Europe,Europe,844.5713157653806,70.38094298044838,5476.476842619305,57.55481084187821,4.796234236823184,103.42024855173918,291.14,285.39,0.673,0.23112985240102255,0.9729229112982598,0.6172638437188466,0.7867562184294672,-0.29553008,9.0,17.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
248,3164603,Venice,Venice,45.43713,12.33265,IT,Venice,3164603,Italy,158.3839668,221.4688488,World Bank CURB,ITA,58761146.0,10287.710302152203,0.906,0.821,0.92,0.906,71.657,1,ITA,Italy,Europe,Southern Europe,Europe,3697.767155965168,308.14726299709736,5207.761982151464,0.0,0.0,0.0,288.74,284.43,1.036,0.21358712107761993,0.9769240204385263,0.7124809202410244,0.7016914836967192,-0.4891828,9.0,17.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249,3165523,Torino,Torino,45.13333,7.36667,IT,Torino,3165523,Italy,364.0351215,225.8324262,World Bank CURB,ITA,58761146.0,130.6237431212398,0.906,0.821,0.92,0.906,71.657,1,ITA,Italy,Europe,Southern Europe,Europe,3693.955225626628,307.8296021355523,5217.651472847192,0.0,0.0,0.0,279.47,274.14,1.502,0.12821870161520169,0.9917459173377584,0.7087503362191929,0.7054593970663238,1.0282149,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,3169070,Rome,Rome,41.89193,12.51133,IT,Rome,3169070,Italy,254.2403132,192.7965377,World Bank CURB,ITA,58761146.0,12462.171744649362,0.906,0.821,0.92,0.906,71.657,1,ITA,Italy,Europe,Southern Europe,Europe,2336.3429209391275,194.69524341159396,6420.853901858051,0.0,0.0,0.0,290.21,284.73,0.821,0.21663266814419685,0.9762531880064342,0.6677277140018637,0.7444056017748962,-1.0608774,17.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
251,3172391,Napoli,Napoli,40.88333,14.41667,IT,Naples,3172391,Italy,237.0207094,192.1604703,World Bank CURB,ITA,58761146.0,439.37244101748934,0.906,0.821,0.92,0.906,71.657,1,ITA,Italy,Europe,Southern Europe,Europe,1511.197612762452,125.93313439687098,7116.494803351545,0.0758018493652343,0.0063168207804361,0.0004788266972658,289.32,284.59,1.404,0.24897168240567313,0.9685107647104851,0.6545208731731709,0.7560439316472489,-0.31370652,1.0,17.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,3173435,Milan,Milan,45.46427,9.18951,IT,Milan,3173435,Italy,390.4208445,234.721474,World Bank CURB,ITA,58761146.0,5785.44041307312,0.906,0.821,0.92,0.906,71.657,1,ITA,Italy,Europe,Southern Europe,Europe,3632.628809611006,302.71906746758384,5533.045011607581,0.0,0.0,0.0,288.66,282.65,1.226,0.15970045513209594,0.9871655203817653,0.7128132191744326,0.7013539153453,-0.5419524,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253,3489854,Kingston,Kingston,17.99702,-76.79358,JM,King ston,3489854,Jamaica,74.79956897,111.8787341,World Bank CURB,JAM,2825544.0,9108.1226813747,0.706,0.654,0.691,0.706,57.008,1,JAM,Jamaica,Americas,Caribbean,Central and South America,120.1940218607584,10.016168488396533,319.3726936175341,734.6686464945477,61.222387207878974,5053.726296601441,299.53,295.37,0.888,-0.9735533100149554,0.22845995832732768,0.30896752873561095,0.9510725872334926,1.6068602,6.0,1.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254,250441,Amman,Amman,31.95522,35.94503,JO,Amman,250441,Jordan,112.5118534,112.2435326,World Bank CURB,JOR,11337052.0,39071.82700824379,0.736,0.699,0.685,0.736,91.827,1,JOR,Jordan,Asia,Western Asia,Asia & Oceania,77.25592041015624,6.43799336751302,229.43897742301831,960.7403106689452,80.06169255574544,4422.820051095555,292.4,281.36,0.191,0.5870088049305621,0.8095805475269235,0.5292563033081802,0.8484619999791149,-0.33949488,14.0,17.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
255,1848354,Yokohama,Yokohama,35.43333,139.65,JP,Yokohama,1848354,Japan,167.095118,228.6125315,World Bank CURB,JPN,124516650.0,13425.69088997661,0.92,0.852,0.918,0.92,91.955,1,JPN,Japan,Asia,Eastern Asia,Asia & Oceania,1298.9952824910474,108.24960687425396,4786.804854898299,419.78859202067054,34.982382668389214,2703.589635011503,290.91,285.91,1.331,0.6474550868194019,-0.7621036088037378,0.579755249009144,0.8147906794056652,0.035774667,10.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
256,1849927,Tosa-shimizu Shi,Tosa-shimizu Shi,32.82855,132.89283,JP,Tosashimizu,1849927,Japan,128.863452,191.5222612,World Bank CURB,JPN,124516650.0,36.14089202799368,0.92,0.852,0.918,0.92,91.955,1,JPN,Japan,Asia,Eastern Asia,Asia & Oceania,571.7403170267743,47.64502641889786,1950.846242941507,66.57456080118816,5.547880066765679,138.69758389779284,292.57,287.31,1.986,0.7326280785339577,-0.6806291931320909,0.5421269902087651,0.8402965705554114,1.3101767,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1850147,Tokyo,Tokyo,35.6895,139.69171,JP,Tokyo,1850147,Japan,167.095118,228.6125315,World Bank CURB,JPN,124516650.0,16321.1523598471,0.92,0.852,0.918,0.92,91.955,1,JPN,Japan,Asia,Eastern Asia,Asia & Oceania,1266.710316975912,105.559193081326,4599.905832953556,388.2125295003253,32.35104412502711,2626.7932735875447,290.73,285.07,1.224,0.6469001215388781,-0.762574739125933,0.5833923794789785,0.8121904527669945,0.28035057,10.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
258,1852225,Shimonoseki,Shimonoseki,33.95548,130.93713,JP,Shimonoseki,1852225,Japan,141.9238029,198.7571283,World Bank CURB,JPN,124516650.0,5386.973915108893,0.92,0.852,0.918,0.92,91.955,1,JPN,Japan,Asia,Eastern Asia,Asia & Oceania,730.3063545227053,60.85886287689211,2522.1985611025284,19.089491526285823,1.5907909605238189,7.817147939724794,290.68,286.1,1.768,0.7554290117556296,-0.6552305000516329,0.558548555468202,0.8294718266369178,0.48974115,12.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,1853909,Osaka,Osaka,34.69379,135.50107,JP,Osaka,1853909,Japan,153.2828622,215.8088588,World Bank CURB,JPN,124516650.0,16002.463604516455,0.92,0.852,0.918,0.92,91.955,1,JPN,Japan,Asia,Eastern Asia,Asia & Oceania,951.2561709086102,79.27134757571751,2743.503626015256,94.9109713236491,7.909247610304091,514.8591446708307,290.88,284.91,1.467,0.7008959442090883,-0.7132635385264345,0.5691904120493283,0.8222057375323502,0.26657686,10.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
260,1856057,Nagoya,Nagoya,35.18147,136.90641,JP,Nagoya,1856057,Japan,154.8376177,216.2533682,World Bank CURB,JPN,124516650.0,13031.594600720951,0.92,0.852,0.918,0.92,91.955,1,JPN,Japan,Asia,Eastern Asia,Asia & Oceania,783.7624651590979,65.31353876325817,2197.311667498183,38.573759714762424,3.214479976230202,69.84101796757726,290.41,284.23,1.471,0.6831920820585072,-0.7302387137180293,0.5761680135973107,0.8173312792909183,-0.17992139,12.0,17.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
261,1857516,Matsumoto Shi,Matsumoto Shi,36.20418,137.81419,JP,Matsumoto,1857516,Japan,177.7691641,243.2849475,World Bank CURB,JPN,124516650.0,19.28863103568761,0.92,0.852,0.918,0.92,91.955,1,JPN,Japan,Asia,Eastern Asia,Asia & Oceania,984.9741579691566,82.08117983076305,1999.2361020717271,37.44031906127926,3.1200265884399383,100.30111723403562,281.12,276.44,2.577,0.6715370994128074,-0.7409709333787887,0.5906645376462618,0.8069172225000082,1.3552787,19.0,1.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,1860827,Kagoshima,Kagoshima,31.56667,130.55,JP,Kogashima,1860827,Japan,132.2418627,196.4116154,World Bank CURB,JPN,124516650.0,4472.2233550217425,0.92,0.852,0.918,0.92,91.955,1,JPN,Japan,Asia,Eastern Asia,Asia & Oceania,711.3860473632814,59.28217061360678,3806.296568459588,240.3510691324872,20.0292557610406,610.8645303336416,292.2,287.71,2.323,0.7598389257926536,-0.650111380342066,0.5234903522478033,0.8520316021741628,1.1751722,12.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
263,2128295,Sapporo,Sapporo,43.06667,141.35,JP,Sapporo,2128295,Japan,187.3202072,272.4980192,World Bank CURB,JPN,124516650.0,10483.649523171616,0.92,0.852,0.918,0.92,91.955,1,JPN,Japan,Asia,Eastern Asia,Asia & Oceania,2244.753158569336,187.06276321411133,2309.132765672682,0.0,0.0,0.0,281.83,278.43,1.303,0.62456136433787,-0.7809757372520727,0.6828489093819207,0.7305596258731532,0.025634091,10.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264,178440,Wajir,Wajir,1.75,40.01667,KE,Wajir,178440,Kenya,67.66702586,108.3690773,World Bank CURB,KEN,55100586.0,607.0181486853025,0.601,0.572,0.585,0.601,29.002,1,KEN,Kenya,Africa,Eastern Africa,Africa,0.0,0.0,0.0,3630.190851847331,302.5159043206109,2346.1528749608233,301.55,291.97,0.6,0.6430104603399502,0.765857393966661,0.03053851320982266,0.9995335908367129,1.4750237,18.0,1.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
